OnSet desviation,Nominal_OD
0.0,none
-0.0028422752171,none
-0.0036724779995924,none
-0.0058440624051565,none
-0.0113691008684001,none
-0.0115286128393566,none
-0.0210777961718155,none
-0.0239200713889155,none
-0.0287744190406232,none
-0.032958075880795,none
-0.0384831143440385,none
-0.0433374619957463,none
-0.0455090464013104,none
-0.0463392491838028,none
-0.0485108335893669,none
-0.0439755098795723,none
-0.0481591667197441,none
-0.0395199421552558,none
-0.0395996981407342,none
-0.0410208357492842,none
-0.0437833549809059,none
-0.0485579466471353,none
-0.051991156690293,none
-0.0567657483565224,none
-0.0588575767766083,none
-0.0595781171060938,none
-0.0602986574355793,none
-0.0602986574355793,none
-0.0610191977650647,none
-0.0617397380945503,none
-0.0617397380945503,none
-0.0624602784240357,none
-0.0631808187535211,none
-0.0631808187535211,none
-0.0639013590830065,none
-0.0652925902240278,none
-0.0660131305535133,none
-0.0660629800714629,none
-0.0660629800714629,none
-0.0667835204009484,none
-0.0675040607304338,none
-0.0675040607304338,none
-0.0668832194368475,none
-0.0676037597663329,none
-0.0676037597663329,none
-0.0683243000958185,none
-0.069044840425304,none
-0.0697653807547895,none
-0.0711566118958106,none
-0.0711566118958106,none
-0.0718771522252963,none
-0.0725976925547817,none
-0.0725976925547817,none
-0.073318232884267,none
-0.0740387732137526,none
-0.0740387732137526,none
-0.074759313543238,none
-0.0754798538727236,none
-0.0762003942022089,none
-0.0769209345316944,none
-0.0769209345316944,none
-0.07764147486118,none
-0.0783620151906653,none
-0.0783620151906653,none
-0.0790825555201507,none
-0.0798030958496364,none
-0.0798030958496364,none
-0.0805236361791217,none
-0.081244176508607,none
-0.0819647168380927,none
-0.0826852571675782,none
-0.0826852571675782,none
-0.0834057974970635,none
-0.0841263378265489,none
-0.0841263378265489,none
-0.0848468781560346,none
-0.0855674184855198,none
-0.0855674184855198,none
-0.0862879588150055,none
-0.0870084991444908,none
-0.0877290394739764,none
-0.0884495798034618,none
-0.0884495798034618,none
-0.0891701201329471,none
-0.0905613512739685,none
-0.0905613512739685,none
-0.091281891603454,none
-0.0913317411214036,none
-0.0913317411214036,none
-0.0853453733355301,none
-0.0860659136650158,none
-0.0875069943239866,none
-0.0875069943239866,none
-0.0875069943239866,none
-0.0875069943239866,none
-0.0889480749829577,none
-0.0889480749829577,none
-0.0889480749829577,none
-0.0889480749829577,none
-0.0937426096996077,none
-0.0937426096996077,none
-0.0937426096996077,none
-0.0937426096996077,none
-0.0951836903585787,none
-0.0999782250752291,none
-0.0999782250752291,none
-0.0999782250752291,none
-0.0999782250752291,none
-0.1014193057342001,del
-0.1014193057342001,del
-0.1014193057342001,del
-0.1014193057342001,del
-0.1042017680162427,del
-0.1042017680162427,del
-0.1042017680162427,del
-0.1042017680162427,del
-0.1056428486752136,del
-0.1070839293341846,del
-0.1070839293341846,del
-0.1070839293341846,del
-0.1070839293341846,del
-0.1091957008046915,del
-0.1091957008046915,del
-0.1091957008046915,del
-0.1091957008046915,del
-0.1106367814636624,del
-0.1106367814636624,del
-0.1106367814636624,del
-0.1106367814636624,del
-0.1120778621226333,del
-0.1135189427816042,del
-0.1135189427816042,del
-0.1135189427816042,del
-0.1135189427816042,del
-0.1116065693828954,del
-0.1116065693828954,del
-0.1116065693828954,del
-0.1116065693828954,del
-0.1117062684187947,del
-0.1117062684187947,del
-0.1117062684187947,del
-0.1117062684187947,del
-0.1017456052816556,del
-0.0295103957075787,none
-0.0295103957075787,none
