OnSet desviation
0
0.004005426770909447
-0.0018037593262290944
0.0011111549037861185
-0.004698031193352409
-0.0034188857746785123
-0.004866021708240201
-0.0030416200191191733
-0.005034012223127937
-0.005935891886242495
-0.005202002738015715
-0.00773965121247161
-0.008096274605139064
-0.005181360375123789
-0.00826426512002676
-0.004804094619564436
-0.002434436659996375
-0.002885376491553626
-0.005517341404899345
-0.008694562588692223
-0.01568857766561471
-0.025408874094772826
-0.030221864089906958
-0.037761135437276716
-0.0420288691619638
-0.043878320361248224
-0.04572777156053259
-0.04572777156053259
-0.04757722275981702
-0.0494266739591015
-0.0494266739591015
-0.05236663769928007
-0.05639711398035291
-0.05639711398035291
-0.05988233399097859
-0.06282229773115727
-0.06467174893044164
-0.06652120012972607
-0.06652120012972607
-0.06837065132901049
-0.07022010252829486
-0.07022010252829486
-0.0742505788093678
-0.07773579881999337
-0.07773579881999337
-0.07958525001927791
-0.08143470121856233
-0.0832841524178467
-0.08513360361713102
-0.08513360361713102
-0.08970933616865118
-0.09155878736793538
-0.09155878736793538
-0.09504400737856117
-0.09798397111873985
-0.09798397111873985
-0.09983342231802422
-0.10168287351730865
-0.10353232471659296
-0.1053817759158775
-0.1053817759158775
-0.10723122711516186
-0.10908067831444623
-0.10908067831444623
-0.1114753857841777
-0.1144153495243565
-0.1144153495243565
-0.11790056953498207
-0.12138578954560775
-0.12487100955623365
-0.12672046075551813
-0.12672046075551813
-0.12856991195480238
-0.13041936315408675
-0.13041936315408675
-0.13226881435337134
-0.1341182655526556
-0.1341182655526556
-0.1386939981041757
-0.1438149869261427
-0.14566443812542718
-0.14751388932471143
-0.14751388932471143
-0.1493633405239958
-0.15175804799372739
-0.15175804799372739
-0.15360749919301175
-0.15545695039229623
-0.15545695039229623
-0.1573064015915805
-0.15915585279086508
-0.15522116740317438
-0.15522116740317438
-0.15522116740317438
-0.15522116740317438
-0.1589200698017431
-0.1589200698017431
-0.1589200698017431
-0.1589200698017431
-0.14298974646421592
-0.14298974646421592
-0.14298974646421592
-0.14298974646421592
-0.14668864886278465
-0.14275396347509395
-0.14275396347509395
-0.14275396347509395
-0.14275396347509395
-0.1464528658736628
-0.1464528658736628
-0.1464528658736628
-0.1464528658736628
-0.15015176827223164
-0.15015176827223164
-0.15015176827223164
-0.15015176827223164
-0.13367618866425734
-0.12701522192433112
-0.12701522192433112
-0.12701522192433112
-0.12701522192433112
-0.12144476772529922
-0.12144476772529922
-0.12144476772529922
-0.12144476772529922
-0.12241738877163255
-0.12241738877163255
-0.12241738877163255
-0.12241738877163255
-0.1124848844090236
-0.1085501990213329
-0.1085501990213329
-0.1085501990213329
-0.1085501990213329
-0.1122491014199013
-0.1122491014199013
-0.1122491014199013
-0.1122491014199013
-0.11049544111399923
-0.11049544111399923
-0.11049544111399923
-0.11049544111399923
-0.0907483238833422
-0.02235550708833156
-0.02235550708833156
