Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff,RMS,Nominal
0.0,0.9979166666666668,1.0,83.0,49.0,0.9287981859410432,0.9500347694633408,4/4,4,4,1,G,major,63.02400914634147,0.9287981859410432,0.2847566590466741,0.0396052487264102,N
1.0,0.9979166666666668,1.0,79.0,49.0,1.880816326530612,0.6488042328042329,4/4,4,4,1,G,major,92.28515625,1.2141493265306122,-0.0164738776124337,0.0225242980725031,P
2.0,0.9979166666666668,1.0,83.0,49.0,2.5309750566893423,0.9963779289493576,4/4,4,4,1,G,major,60.09265988372093,1.1976410566893425,0.3310998185326907,0.0558063090280978,P
3.0,0.9979166666666668,1.0,79.0,49.0,3.529433106575964,0.579289493575208,4/4,4,4,1,G,major,103.35937499999996,1.5294321065759635,-0.0859886168414587,0.0239987840791685,P
4.0,0.9979166666666668,1.0,81.0,49.0,4.109931972789116,0.9036916099773245,4/4,4,4,1,G,major,66.2560096153846,1.4432639727891154,0.2384134995606577,0.0315226752734277,P
5.0,0.9979166666666668,1.0,76.0,49.0,5.015510204081632,0.6951473922902491,4/4,4,4,1,G,major,86.13281250000004,1.6821752040816325,0.0298692818735824,0.0249991574573497,P
6.0,0.9979166666666668,1.0,81.0,49.0,5.712108843537415,0.7878337112622836,4/4,4,4,1,G,major,75.99954044117638,1.7121068435374145,0.1225556008456169,0.0354926689746764,P
7.0,0.9979166666666668,1.0,76.0,49.0,6.501587301587302,1.0427210884353737,4/4,4,4,1,G,major,57.42187500000003,1.8349183015873016,0.3774429780187069,0.0281078042124412,P
8.0,0.9979166666666668,1.0,78.0,49.0,7.546485260770975,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872,2.213149260770975,0.0066977021305736,0.0179547255562706,P
9.0,0.9979166666666668,1.0,74.0,49.0,8.219863945578231,1.0195495086923665,4/4,4,4,1,G,major,58.72691761363633,2.2198609455782305,0.3542713982756997,0.0377786069280661,P
10.0,1.9979166666666663,1.0,78.0,49.0,9.241541950113378,1.298962962962964,4/4,4,4,1,G,major,92.28515624999991,2.574871950113378,-0.0329821474537026,0.0215774537769991,P
11.0,0.9979166666666668,1.0,67.0,49.0,9.891700680272107,0.7878337112622825,4/4,4,4,1,G,major,75.99954044117649,2.558363680272109,0.1225556008456157,0.0243762614261731,P
12.0,0.9979166666666668,1.0,76.0,49.0,10.681179138321996,0.8573484504913094,4/4,4,4,1,G,major,69.8374155405404,2.6811751383219957,0.1920703400746426,0.0362569478646065,P
13.0,0.9979166666666668,1.0,72.0,49.0,11.54031746031746,0.6488042328042316,4/4,4,4,1,G,major,92.28515625000016,2.8736464603174614,-0.0164738776124351,0.0288636872885583,P
14.0,1.9979166666666663,1.0,76.0,49.0,12.19047619047619,2.041227513227515,4/4,4,4,1,G,major,58.72691761363632,2.8571381904761903,0.7092824028108482,0.0282281517164903,P
15.0,0.9979166666666668,1.0,62.0,49.0,13.21215419501134,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872,3.2121491950113388,0.0066977021305736,0.0190441884360035,P
16.0,0.4979166666666667,1.0,76.0,49.0,13.885532879818594,0.7399425547996965,4/4,4,4,1,G,major,40.37475585937506,3.2188608798185943,0.4079979443830298,0.0331758102077328,P
16.5,0.4979166666666667,1.0,72.0,54.0,14.628571428571428,0.3468480725623581,4/4,4,4,1,G,major,86.13281250000004,3.628565928571428,0.0149034621456914,0.047676810339006,P
17.0,0.4979166666666667,1.0,67.0,60.0,14.97687074829932,0.3237248677248671,4/4,4,4,1,G,major,92.28515625000016,3.643531748299319,-0.0082197426917995,0.0269344534400884,P
17.5,0.4979166666666667,1.0,62.0,65.0,15.301950113378684,0.3237248677248688,4/4,4,4,1,G,major,92.28515624999967,3.6352776133786833,-0.0082197426917978,0.0268123433876036,P
18.0,0.4979166666666667,1.0,67.0,71.0,15.62702947845805,0.3468480725623599,4/4,4,4,1,G,major,86.13281249999959,3.6270234784580495,0.0149034621456932,0.0269580251139428,P
18.5,0.4979166666666667,1.0,62.0,76.0,15.975328798185942,0.3237248677248671,4/4,4,4,1,G,major,92.28515625000016,3.6419892981859423,-0.0082197426917995,0.0226563661128053,P
19.0,0.4979166666666667,1.0,57.0,82.0,16.300408163265306,0.3237248677248671,4/4,4,4,1,G,major,92.28515625000016,3.6337351632653063,-0.0082197426917995,0.0209823675187413,P
19.5,0.4979166666666667,1.0,58.0,88.0,16.62548752834467,0.3468480725623599,4/4,4,4,1,G,major,86.1328124999996,3.6254810283446712,0.0149034621456932,0.016730540551391,P
20.0,3.997916666666667,1.0,52.0,88.0,16.973786848072564,2.413617535903227,4/4,4,4,1,G,major,99.38401442307789,3.640446848072564,0.7478175921532269,0.0391882433494821,P
