Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff,RMS
41.0,0.4979166666666667,1.0,76.0,77.0,25.425850340136055,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,3.342503340136055,0.0006433997874155384,0.09424608387170545
41.5,0.4979166666666667,1.0,76.0,72.0,25.63482993197279,0.18498563869992293,4/4,4,4,1,G,major,161.4990234375013,3.3431494319727904,-0.022479805050077073,0.08339244407315663
42.0,0.9979166666666667,1.0,75.0,66.0,25.820589569160997,0.37074527588813005,4/4,4,4,1,G,major,161.4990234375013,3.3205755691609973,-0.04505366786186993,0.06922803333114848
42.0,0.4979166666666667,1.0,75.0,66.0,25.820589569160997,0.32372486772486975,4/4,4,4,1,G,major,92.28515624999943,3.3205755691609973,0.11625942397486974,0.07077214452680926
42.5,0.4979166666666667,1.0,76.0,61.0,26.145668934240362,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205,3.4373214342403635,0.0006433997874119857,0.054880097161212074
43.0,0.9979166666666667,1.0,76.0,55.0,26.354648526077096,0.4170884353741437,4/4,4,4,1,G,major,143.55468750000205,3.437967526077095,0.0012894916241437127,0.041279175769119096
43.0,0.4979166666666667,1.0,76.0,55.0,26.354648526077096,0.6012033257747607,4/4,4,4,1,G,major,49.69200721153794,3.437967526077095,0.3937378820247607,0.03886014411046655
43.5,0.4979166666666667,1.0,76.0,49.0,26.958367346938775,0.6474497354497285,4/4,4,4,1,G,major,46.14257812500049,3.8333528469387765,0.4399842916997285,0.03187715394825389
44.0,3.997916666666667,1.0,52.0,49.0,27.608526077097505,1.6709659863945625,4/4,4,4,1,G,major,143.5546874999996,4.275178077097504,0.00516604264456233,0.08532646370141792
45.0,0.9979166666666667,1.0,79.0,49.0,28.026485260770976,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,4.276470260770974,0.001289491624150818,0.07977005053567134
45.0,0.9979166666666667,1.0,64.0,49.0,28.026485260770976,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,4.276470260770974,0.001289491624150818,0.07977005053567134
45.0,0.9979166666666667,1.0,67.0,49.0,28.026485260770976,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,4.276470260770974,0.001289491624150818,0.07977005053567134
45.0,0.9979166666666667,1.0,72.0,49.0,28.026485260770976,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,4.276470260770974,0.0012894916241472099,0.07977005053567134
46.0,0.9979166666666667,1.0,76.0,49.0,28.444444444444443,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,4.277762444444441,0.0012894916241472099,0.06707970622033564
46.0,0.9979166666666667,1.0,64.0,49.0,28.444444444444443,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,4.277762444444441,0.0012894916241472099,0.06707970622033564
46.0,0.9979166666666667,1.0,67.0,49.0,28.444444444444443,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,4.277762444444441,0.0012894916241472099,0.06707970622033564
46.0,0.9979166666666667,1.0,72.0,49.0,28.444444444444443,0.5097747543461867,4/4,4,4,1,G,major,117.45383522727185,4.277762444444441,0.0939758105961867,0.09285069989357421
47.0,0.9979166666666667,1.0,79.0,49.0,28.955283446712016,0.5097747543461867,4/4,4,4,1,G,major,117.45383522727185,4.371934446712018,0.0939758105961867,0.09609188139120502
47.0,0.9979166666666667,1.0,64.0,49.0,28.955283446712016,0.5097747543461867,4/4,4,4,1,G,major,117.45383522727185,4.371934446712018,0.0939758105961867,0.09609188139120502
47.0,0.9979166666666667,1.0,67.0,49.0,28.955283446712016,0.5097747543461867,4/4,4,4,1,G,major,117.45383522727185,4.371934446712018,0.0939758105961867,0.09609188139120502
47.0,0.9979166666666667,1.0,72.0,49.0,28.955283446712016,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,4.371934446712018,0.001289491624150818,0.0991520747790644
48.0,3.997916666666667,1.0,52.0,49.0,29.373242630385487,1.6709659863945625,4/4,4,4,1,G,major,143.5546874999996,4.3732266303854885,0.00516604264456233,0.11384707038034832
49.0,0.9979166666666667,1.0,81.0,49.0,29.791201814058958,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,4.374518814058959,0.001289491624150818,0.1465808406793459
49.0,0.9979166666666667,1.0,66.0,49.0,29.791201814058958,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,4.374518814058959,0.001289491624150818,0.1465808406793459
49.0,0.9979166666666667,1.0,67.0,49.0,29.791201814058958,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,4.374518814058959,0.001289491624150818,0.1465808406793459
49.0,0.9979166666666667,1.0,74.0,49.0,29.791201814058958,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,4.374518814058959,0.0012894916241472099,0.1465808406793459
50.0,0.9979166666666667,1.0,76.0,49.0,30.209160997732425,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,4.375810997732426,0.0012894916241472099,0.13782090741191422
50.0,0.9979166666666667,1.0,66.0,49.0,30.209160997732425,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,4.375810997732426,0.0012894916241472099,0.13782090741191422
50.0,0.9979166666666667,1.0,67.0,49.0,30.209160997732425,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,4.375810997732426,0.0012894916241472099,0.13782090741191422
50.0,0.9979166666666667,1.0,74.0,49.0,30.209160997732425,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,4.375810997732426,0.001289491624150818,0.13782090741191422
51.0,0.9979166666666667,1.0,81.0,49.0,30.627120181405896,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,4.3771031814058965,0.001289491624150818,0.0907692636538548
51.0,0.9979166666666667,1.0,66.0,49.0,30.627120181405896,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,4.3771031814058965,0.001289491624150818,0.0907692636538548
51.0,0.9979166666666667,1.0,67.0,49.0,30.627120181405896,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,4.3771031814058965,0.001289491624150818,0.0907692636538548
51.0,0.9979166666666667,1.0,74.0,49.0,30.627120181405896,1.065892668178382,4/4,4,4,1,G,major,56.17357336956524,4.3771031814058965,0.650093724428382,0.1178601289096139
