Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff,RMS,Nominal
0.0,0.9979166666666668,1.0,83.0,49.0,0.9287981859410432,1.019549508692366,4/4,4,4,1,G,major,58.726917613636346,0.9287981859410432,0.3542713982756993,0.0174291874948304,N
1.0,0.9979166666666668,1.0,79.0,49.0,1.9504761904761905,0.6488042328042329,4/4,4,4,1,G,major,92.28515625,1.2838091904761906,-0.0164738776124337,0.0111737552763393,P
2.0,0.9979166666666668,1.0,83.0,49.0,2.6006349206349206,0.7183189720332578,4/4,4,4,1,G,major,83.35433467741935,1.2673009206349206,0.053040861616591,0.0114510894163943,P
3.0,0.9979166666666668,1.0,79.0,49.0,3.320453514739229,0.6024610733182162,4/4,4,4,1,G,major,99.38401442307692,1.320452514739229,-0.0628170370984505,0.0091746696515152,P
4.0,0.9979166666666668,1.0,81.0,49.0,3.924172335600907,0.8110052910052914,4/4,4,4,1,G,major,73.82812499999996,1.257504335600907,0.1457271805886246,0.0184659196939627,P
5.0,0.9979166666666668,1.0,76.0,49.0,4.73687074829932,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872,1.40353574829932,0.0066977021305736,0.0129966140376335,P
6.0,0.9979166666666668,1.0,81.0,49.0,5.410249433106576,0.69514739229025,4/4,4,4,1,G,major,86.13281249999993,1.4102474331065755,0.0298692818735832,0.0208344717219112,P
7.0,0.9979166666666668,1.0,76.0,49.0,6.106848072562358,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586,1.4401790725623584,0.0066977021305745,0.0164185064547044,P
8.0,0.9979166666666668,1.0,78.0,49.0,6.780226757369615,0.6951473922902491,4/4,4,4,1,G,major,86.13281250000004,1.4468907573696148,0.0298692818735824,0.0195505592288856,P
9.0,0.9979166666666668,1.0,74.0,49.0,7.476825396825397,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586,1.4768223968253968,0.0066977021305745,0.0120073872345336,P
10.0,1.9979166666666663,1.0,78.0,49.0,8.150204081632653,1.5309206349206337,4/4,4,4,1,G,major,78.30255681818188,1.4835340816326532,0.198975524503967,0.0176054611105239,P
11.0,0.9979166666666668,1.0,67.0,49.0,8.916462585034013,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872,1.5831255850340131,0.0066977021305736,0.0114482253840807,P
12.0,0.9979166666666668,1.0,76.0,49.0,9.58984126984127,0.7646621315192775,4/4,4,4,1,G,major,78.30255681818149,1.5898372698412686,0.0993840211026108,0.0274408412716271,P
13.0,0.9979166666666668,1.0,72.0,49.0,10.356099773242631,0.6488042328042316,4/4,4,4,1,G,major,92.28515625000016,1.689428773242632,-0.0164738776124351,0.0186681859531145,P
14.0,1.9979166666666663,1.0,76.0,49.0,11.00625850340136,1.3453544973544955,4/4,4,4,1,G,major,89.10290948275872,1.672920503401361,0.0134093869378291,0.0238123635532313,P
15.0,0.9979166666666668,1.0,62.0,49.0,11.679637188208616,0.6488042328042334,4/4,4,4,1,G,major,92.28515624999991,1.6796321882086165,-0.0164738776124333,0.0215426030792891,P
