Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff,RMS
0.0,0.9979166666666667,1.0,83.0,49.0,0.9984580498866213,0.8573484504913077,4/4,4,4,1,G,major,69.83741554054053,0.9984580498866213,0.19207034007464097,0.011075627210423652
1.0,0.9979166666666667,1.0,79.0,49.0,1.8575963718820863,0.9036916099773245,4/4,4,4,1,G,major,66.2560096153846,1.1909293718820861,0.23841349956065772,0.02384347720138836
2.0,0.9979166666666667,1.0,83.0,49.0,2.7631746031746034,0.764662131519274,4/4,4,4,1,G,major,78.30255681818187,1.4298406031746034,0.09938402110260725,0.009806082281165548
3.0,0.9979166666666667,1.0,79.0,49.0,3.5294331065759637,0.7414905517762659,4/4,4,4,1,G,major,80.74951171875003,1.5294321065759635,0.07621244135959915,0.020614486219059827
4.0,0.9979166666666667,1.0,81.0,49.0,4.272471655328798,1.0890642479213912,4/4,4,4,1,G,major,54.978390957446784,1.6058036553287978,0.4237861375047245,0.019235957490384637
5.0,0.9979166666666667,1.0,76.0,49.0,5.363809523809524,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586,2.0304745238095236,0.006697702130574523,0.016081005311846693
6.0,0.9979166666666667,1.0,81.0,49.0,6.03718820861678,0.9732063492063497,4/4,4,4,1,G,major,61.52343749999996,2.03718620861678,0.307928238789683,0.020458546939488363
7.0,0.9979166666666667,1.0,76.0,49.0,7.012426303854875,0.7646621315192748,4/4,4,4,1,G,major,78.30255681818178,2.3457573038548754,0.09938402110260802,0.014028470043369079
8.0,0.9979166666666667,1.0,78.0,49.0,7.778684807256236,0.7878337112622816,4/4,4,4,1,G,major,75.99954044117658,2.445348807256236,0.1225556008456149,0.017303863127336127
9.0,0.9979166666666667,1.0,74.0,49.0,8.568163265306122,1.1122358276644,4/4,4,4,1,G,major,53.83300781249996,2.5681602653061217,0.44695771724773325,0.03868131981306645
10.0,1.9979166666666666,1.0,78.0,49.0,9.682721088435374,1.298962962962964,4/4,4,4,1,G,major,92.28515624999991,3.0160510884353737,-0.03298214745370265,0.021051229710568393
11.0,0.9979166666666667,1.0,67.0,49.0,10.332879818594105,0.8573484504913071,4/4,4,4,1,G,major,69.83741554054058,2.9995428185941044,0.1920703400746404,0.02395604193429416
12.0,0.9979166666666667,1.0,76.0,49.0,11.19201814058957,0.8110052910052935,4/4,4,4,1,G,major,73.82812499999977,3.192014140589569,0.14572718058862677,0.023527978758520356
13.0,0.9979166666666667,1.0,72.0,49.0,12.004716553287983,0.741490551776265,4/4,4,4,1,G,major,80.74951171875011,3.3380455532879836,0.07621244135959826,0.02092982725864491
14.0,1.9979166666666666,1.0,76.0,49.0,12.747755102040816,1.8556613756613736,4/4,4,4,1,G,major,64.59960937500007,3.414417102040817,0.5237162652447069,0.021281774683898767
15.0,0.9979166666666667,1.0,62.0,49.0,13.676553287981859,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872,3.676548287981859,0.006697702130573635,0.01478622697385396
16.0,0.4979166666666667,1.0,76.0,49.0,14.349931972789115,0.5549569160997737,4/4,4,4,1,G,major,53.83300781249995,3.6832599727891147,0.22301230568310704,0.03568086376385043
16.5,0.4979166666666667,1.0,72.0,54.0,14.907210884353741,0.3468480725623581,4/4,4,4,1,G,major,86.13281250000004,3.907205384353741,0.014903462145691437,0.041344183437153695
17.0,0.4979166666666667,1.0,67.0,60.0,15.255510204081633,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017,3.922171204081632,-0.008219742691799536,0.05100031304887504
17.5,0.4979166666666667,1.0,62.0,65.0,15.580589569160997,0.32372486772486886,4/4,4,4,1,G,major,92.28515624999969,3.9139170691609966,-0.008219742691797816,0.0529711107214606
18.0,0.4979166666666667,1.0,67.0,71.0,15.905668934240364,0.04624640967498051,4/4,4,4,1,G,major,645.9960937500083,3.905662934240363,-0.28569820074168617,0.05437195083910485
18.5,0.4979166666666667,1.0,62.0,76.0,15.952108843537415,0.3006016628873761,4/4,4,4,1,G,major,99.38401442307728,3.6187693435374158,-0.031342947529290566,0.05546314315864814
19.0,0.4979166666666667,1.0,57.0,82.0,16.253968253968253,0.18498563869992457,4/4,4,4,1,G,major,161.49902343749986,3.5872952539682537,-0.1469589717167421,0.1152940624604421
19.5,0.4979166666666667,1.0,58.0,88.0,16.439727891156462,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017,3.4397213911564624,-0.008219742691799536,0.04517168426882974
20.0,3.997916666666667,1.0,52.0,88.0,16.764807256235827,1.6709659863945767,4/4,4,4,1,G,major,143.55468749999838,3.431467256235827,0.005166042644576541,0.061211001028160676
20.5,0.4979166666666667,1.0,71.0,88.0,16.973786848072564,0.09249281934996048,4/4,4,4,1,G,major,322.998046875006,3.432113348072564,-0.11497262440003952,0.04702852576355525
21.0,0.9979166666666667,1.0,71.0,88.0,17.066666666666666,0.18537263794406306,4/4,4,4,1,G,major,322.998046875006,3.3166596666666663,-0.23042630580593693,0.07035923296658628
21.0,0.4979166666666667,1.0,71.0,88.0,17.066666666666666,0.18498563869992452,4/4,4,4,1,G,major,161.49902343749991,3.3166596666666663,-0.02247980505007549,0.07039110298317394
21.5,0.4979166666666667,1.0,71.0,88.0,17.252426303854875,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085,3.294085803854875,0.0006433997874137343,0.06578287209049379
22.0,0.9979166666666667,1.0,70.0,88.0,17.46140589569161,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,3.2947318956916085,0.0012894916241472099,0.06583926849069625
22.0,0.4979166666666667,1.0,70.0,88.0,17.46140589569161,0.2081088435374173,4/4,4,4,1,G,major,143.5546874999984,3.2947318956916085,0.000643399787417287,0.07425993315683252
22.5,0.4979166666666667,1.0,71.0,88.0,17.670385487528346,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085,3.2953779875283455,0.0006433997874137343,0.05623724938789855
23.0,0.9979166666666667,1.0,71.0,88.0,17.87936507936508,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,3.296024079365079,0.0012894916241472099,0.06754105976563865
23.0,0.4979166666666667,1.0,71.0,88.0,17.87936507936508,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,3.296024079365079,0.0006433997874155384,0.08002285965527951
23.5,0.4979166666666667,1.0,71.0,88.0,18.088344671201813,0.18498563869992452,4/4,4,4,1,G,major,161.49902343749991,3.2966701712018143,-0.02247980505007549,0.053780202679665864
24.0,3.997916666666667,1.0,52.0,88.0,18.274104308390022,1.4853030990173857,4/4,4,4,1,G,major,161.4990234374999,3.274096308390023,-0.18049684473261451,0.06896422301095508
24.5,0.4979166666666667,1.0,71.0,88.0,18.45986394557823,0.18498563869992452,4/4,4,4,1,G,major,161.49902343749991,3.2515224455782317,-0.02247980505007549,0.060077506771543956
25.0,0.9979166666666667,1.0,70.0,88.0,18.64562358276644,0.3707452758881332,4/4,4,4,1,G,major,161.49902343749991,3.2289485827664404,-0.045053667861866764,0.07627754887601104
25.0,0.4979166666666667,1.0,70.0,88.0,18.64562358276644,0.18498563869992452,4/4,4,4,1,G,major,161.49902343749991,3.2289485827664404,-0.02247980505007549,0.06729808189654113
25.5,0.4979166666666667,1.0,71.0,88.0,18.83138321995465,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085,3.206374719954649,0.0006433997874137343,0.08670212161913644
26.0,0.9979166666666667,1.0,69.0,88.0,19.040362811791383,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,3.2070208117913825,0.0012894916241472099,0.0826575769401807
26.0,0.4979166666666667,1.0,69.0,88.0,19.040362811791383,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085,3.2070208117913825,0.0006433997874137343,0.08968949118091728
26.5,0.4979166666666667,1.0,71.0,88.0,19.249342403628116,0.2081088435374191,4/4,4,4,1,G,major,143.55468749999716,3.207666903628116,0.0006433997874190911,0.07502704553066288
27.0,0.9979166666666667,1.0,67.0,88.0,19.458321995464853,0.4170884353741579,4/4,4,4,1,G,major,143.5546874999972,3.208312995464855,0.0012894916241579235,0.05270054298394255
27.0,0.4979166666666667,1.0,67.0,88.0,19.458321995464853,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205,3.208312995464855,0.0006433997874119857,0.04960491351687875
27.5,0.4979166666666667,1.0,71.0,88.0,19.667301587301587,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205,3.2089590873015865,0.0006433997874119857,0.05572530174218045
28.0,3.997916666666667,1.0,52.0,88.0,19.87628117913832,0.9283144368858776,4/4,4,4,1,G,major,258.39843749999665,3.209605179138318,-0.7374855068641226,0.06728889353000995
28.5,0.4979166666666667,1.0,71.0,88.0,19.99238095238095,0.11561602418745426,4/4,4,4,1,G,major,258.39843749999665,3.117371452380951,-0.09184941956254575,0.07077040819730478
29.0,0.9979166666666667,1.0,71.0,88.0,19.99238095238095,0.23171579743008613,4/4,4,4,1,G,major,258.39843749999665,2.9090379523809524,-0.18408314631991385,0.07523748841035044
29.0,0.4979166666666667,1.0,71.0,88.0,19.99238095238095,0.13873922902494132,4/4,4,4,1,G,major,215.3320312500031,2.9090379523809524,-0.06872621472505869,0.07240410391855165
29.5,0.4979166666666667,1.0,71.0,88.0,20.131700680272107,0.2081088435374191,4/4,4,4,1,G,major,143.55468749999716,2.8400241802721062,0.0006433997874190911,0.06880590172156735
30.0,0.9979166666666667,1.0,70.0,88.0,20.340680272108845,0.4170884353741579,4/4,4,4,1,G,major,143.5546874999972,2.840670272108845,0.0012894916241579235,0.06804565271982425
30.0,0.4979166666666667,1.0,70.0,88.0,20.340680272108845,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,2.840670272108845,0.0006433997874155384,0.07643550443618545
30.5,0.4979166666666667,1.0,71.0,88.0,20.54965986394558,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205,2.8413163639455803,0.0006433997874119857,0.05840251986969879
31.0,0.9979166666666667,1.0,71.0,88.0,20.758639455782312,0.4170884353741437,4/4,4,4,1,G,major,143.55468750000205,2.841962455782312,0.0012894916241437127,0.06329327398546193
31.0,0.4979166666666667,1.0,71.0,88.0,20.758639455782312,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,2.841962455782312,0.0006433997874155384,0.07329744348485266
31.5,0.4979166666666667,1.0,71.0,88.0,20.96761904761905,0.16186243386243312,4/4,4,4,1,G,major,184.57031250000085,2.8426085476190472,-0.04560300988756688,0.055336413263621216
32.0,3.997916666666667,1.0,52.0,88.0,21.13015873015873,0.7426515495087134,4/4,4,4,1,G,major,322.9980468749909,2.7968147301587294,-0.9231483942412868,0.07449317939393772
32.5,0.4979166666666667,1.0,71.0,88.0,21.223038548752836,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205,2.681361048752837,0.0006433997874119857,0.03176743116257266
33.0,0.9979166666666667,1.0,74.0,88.0,21.43201814058957,0.4170884353741437,4/4,4,4,1,G,major,143.55468750000205,2.682007140589569,0.0012894916241437127,0.08943323304872043
33.0,0.4979166666666667,1.0,74.0,88.0,21.43201814058957,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205,2.682007140589569,0.0006433997874119857,0.10637296835578192
33.5,0.4979166666666667,1.0,71.0,88.0,21.640997732426303,0.2081088435374191,4/4,4,4,1,G,major,143.55468749999716,2.6826532324263006,0.0006433997874190911,0.06864446525699822
34.0,0.9979166666666667,1.0,73.0,88.0,21.849977324263037,0.4170884353741579,4/4,4,4,1,G,major,143.5546874999972,2.6832993242630394,0.0012894916241579235,0.10246410600093543
34.0,0.4979166666666667,1.0,73.0,88.0,21.849977324263037,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,2.6832993242630394,0.0006433997874155384,0.13099744441879824
34.5,0.4979166666666667,1.0,71.0,88.0,22.058956916099774,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205,2.6839454160997747,0.0006433997874119857,0.06169775994418095
35.0,0.9979166666666667,1.0,72.0,88.0,22.267936507936508,0.4170884353741437,4/4,4,4,1,G,major,143.55468750000205,2.6845915079365064,0.0012894916241437127,0.05871305048685388
35.0,0.4979166666666667,1.0,72.0,88.0,22.267936507936508,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,2.6845915079365064,0.0006433997874155384,0.05142704422737181
35.5,0.4979166666666667,1.0,71.0,88.0,22.47691609977324,0.2081088435374191,4/4,4,4,1,G,major,143.55468749999716,2.6852375997732416,0.0006433997874190911,0.06525069434360173
36.0,3.997916666666667,1.0,57.0,88.0,22.68589569160998,0.5569886621315113,4/4,4,4,1,G,major,430.6640625000062,2.6858836916099804,-1.1088112816184887,0.0649674052522082
36.5,0.4979166666666667,1.0,76.0,88.0,22.755555555555556,0.11561602418745227,4/4,4,4,1,G,major,258.3984375000011,2.5472100555555564,-0.09184941956254773,0.05643656589315769
37.0,0.9979166666666667,1.0,72.0,88.0,22.871655328798187,0.23171579743008217,4/4,4,4,1,G,major,258.39843750000114,2.4549763287981854,-0.18408314631991782,0.06869929747537365
37.0,0.4979166666666667,1.0,72.0,88.0,22.871655328798187,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,2.4549763287981854,0.0006433997874155384,0.06982234477524665
