Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff,RMS,Nominal
0.0,0.9979166666666668,1.0,83.0,49.0,0.9752380952380952,0.9268631897203324,4/4,4,4,1,G,major,64.599609375,0.9752380952380952,0.2615850793036658,0.0267124477956227,N
1.0,0.9979166666666668,1.0,79.0,49.0,1.9040362811791385,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586,1.2373692811791384,0.0066977021305745,0.0191881381307503,P
2.0,0.9979166666666668,1.0,83.0,49.0,2.5774149659863945,0.8805200302343158,4/4,4,4,1,G,major,67.9995888157895,1.2440809659863945,0.215241919817649,0.0299954411349136,P
3.0,0.9979166666666668,1.0,79.0,49.0,3.4597732426303853,0.6488042328042329,4/4,4,4,1,G,major,92.28515625,1.4597722426303852,-0.0164738776124337,0.0163803366562741,P
4.0,0.9979166666666668,1.0,81.0,49.0,4.109931972789116,0.9500347694633412,4/4,4,4,1,G,major,63.02400914634144,1.4432639727891154,0.2847566590466743,0.0298453485806465,P
5.0,0.9979166666666668,1.0,76.0,49.0,5.061950113378685,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586,1.728615113378685,0.0066977021305745,0.0161840307196618,P
6.0,0.9979166666666668,1.0,81.0,49.0,5.735328798185941,0.9963779289493584,4/4,4,4,1,G,major,60.09265988372087,1.735326798185941,0.3310998185326917,0.0274559789558191,P
7.0,0.9979166666666668,1.0,76.0,49.0,6.733786848072563,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872,2.067117848072563,0.0066977021305736,0.0110291376231732,P
8.0,0.9979166666666668,1.0,78.0,49.0,7.407165532879818,0.9268631897203324,4/4,4,4,1,G,major,64.599609375,2.0738295328798184,0.2615850793036658,0.0392069398508075,P
9.0,0.9979166666666668,1.0,74.0,49.0,8.335963718820862,0.903691609977324,4/4,4,4,1,G,major,66.25600961538463,2.335960718820861,0.2384134995606573,0.0274466522270154,P
10.0,1.9979166666666663,1.0,78.0,49.0,9.241541950113378,1.623703703703704,4/4,4,4,1,G,major,73.82812499999997,2.574871950113378,0.2917585932870374,0.028076413236883,P
