Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff,RMS,Nominal
0.0,0.9979166666666668,1.0,83.0,49.0,0.9520181405895692,0.8573484504913077,4/4,4,4,1,G,major,69.83741554054053,0.9520181405895692,0.1920703400746409,0.0032385316925594,N
1.0,0.9979166666666668,1.0,79.0,49.0,1.811156462585034,0.7183189720332577,4/4,4,4,1,G,major,83.35433467741936,1.144489462585034,0.0530408616165909,0.0076249855163137,P
2.0,0.9979166666666668,1.0,83.0,49.0,2.5309750566893423,0.6719758125472411,4/4,4,4,1,G,major,89.10290948275862,1.1976410566893425,0.0066977021305744,0.0067752654045947,P
3.0,0.9979166666666668,1.0,79.0,49.0,3.2043537414965986,0.8341768707482998,4/4,4,4,1,G,major,71.77734374999996,1.2043527414965984,0.1688987603316331,0.0081633815958536,P
4.0,0.9979166666666668,1.0,81.0,49.0,4.040272108843538,0.6719758125472408,4/4,4,4,1,G,major,89.10290948275866,1.3736041088435376,0.006697702130574,0.0123940760481695,P
5.0,0.9979166666666668,1.0,76.0,49.0,4.713650793650793,0.6256326530612246,4/4,4,4,1,G,major,95.703125,1.3803157936507937,-0.0396454573554421,0.0076749971991973,P
6.0,0.9979166666666668,1.0,81.0,49.0,5.340589569160998,0.6488042328042334,4/4,4,4,1,G,major,92.28515624999991,1.3405875691609976,-0.0164738776124333,0.0131431101134434,P
7.0,0.9979166666666668,1.0,76.0,49.0,5.990748299319728,0.5561179138321992,4/4,4,4,1,G,major,107.66601562500009,1.3240792993197283,-0.1091601965844675,0.0101782470217665,P
8.0,0.9979166666666668,1.0,78.0,49.0,6.548027210884354,0.6488042328042325,4/4,4,4,1,G,major,92.28515625000004,1.2146912108843535,-0.0164738776124342,0.0148936028656717,P
9.0,0.9979166666666668,1.0,74.0,49.0,7.198185941043084,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586,1.1981829410430835,0.0066977021305745,0.0110792101307008,P
10.0,1.9979166666666663,1.0,78.0,49.0,7.87156462585034,1.298962962962964,4/4,4,4,1,G,major,92.28515624999991,1.20489462585034,-0.0329821474537026,0.0074098480192625,P
11.0,0.9979166666666668,1.0,67.0,49.0,8.52172335600907,0.625632653061223,4/4,4,4,1,G,major,95.70312500000024,1.1883863560090706,-0.0396454573554437,0.0061257225320256,P
12.0,0.9979166666666668,1.0,76.0,49.0,9.148662131519274,0.671975812547244,4/4,4,4,1,G,major,89.10290948275824,1.148658131519273,0.0066977021305772,0.0087291094480337,P
13.0,0.9979166666666668,1.0,72.0,49.0,9.822040816326531,0.6488042328042316,4/4,4,4,1,G,major,92.28515625000016,1.155369816326532,-0.0164738776124351,0.0076559482501144,P
14.0,1.9979166666666663,1.0,76.0,49.0,10.47219954648526,1.3453544973544955,4/4,4,4,1,G,major,89.10290948275872,1.138861546485261,0.0134093869378291,0.0052649516700256,P
15.0,0.9979166666666668,1.0,62.0,49.0,11.145578231292516,0.6719758125472421,4/4,4,4,1,G,major,89.10290948275848,1.1455732312925164,0.0066977021305754,0.0056398380382171,P
16.0,0.4979166666666667,1.0,76.0,49.0,11.818956916099774,0.4162176870748294,4/4,4,4,1,G,major,71.7773437500001,1.1522849160997737,0.0842730766581627,0.0096115665623692,P
16.5,0.4979166666666667,1.0,72.0,54.0,12.236916099773245,0.3468480725623581,4/4,4,4,1,G,major,86.13281250000004,1.2369105997732426,0.0149034621456914,0.0156488834585198,P
17.0,0.4979166666666667,1.0,67.0,60.0,12.585215419501134,0.3237248677248671,4/4,4,4,1,G,major,92.28515625000016,1.2518764195011336,-0.0082197426917995,0.023075660020145,P
17.5,0.4979166666666667,1.0,62.0,65.0,12.9102947845805,0.1387392290249425,4/4,4,4,1,G,major,215.3320312500012,1.243622284580498,-0.1932053813917241,0.0255231912068671,P
18.0,0.4979166666666667,1.0,67.0,71.0,13.049614512471654,0.138739229024945,4/4,4,4,1,G,major,215.33203124999727,1.0496085124716537,-0.1932053813917216,0.0420453652259984,P
18.5,0.4979166666666667,1.0,62.0,76.0,13.188934240362812,0.3237248677248671,4/4,4,4,1,G,major,92.28515625000016,0.8555947403628128,-0.0082197426917995,0.0314913690039004,P
19.0,0.4979166666666667,1.0,57.0,82.0,13.514013605442177,0.2081088435374156,4/4,4,4,1,G,major,143.55468749999957,0.8473406054421773,-0.123835766879251,0.0241023194913015,P
19.5,0.4979166666666667,1.0,58.0,88.0,13.722993197278912,0.2774784580498851,4/4,4,4,1,G,major,107.6660156250006,0.7229866972789125,-0.0544661523667815,0.0175541804761826,P
20.0,3.997916666666667,1.0,52.0,88.0,14.001632653061224,0.7426515495086928,4/4,4,4,1,G,major,322.9980468749998,0.6682926530612239,-0.9231483942413072,0.0278467725786158,P
20.5,0.4979166666666667,1.0,71.0,88.0,14.094512471655328,0.1387392290249443,4/4,4,4,1,G,major,215.3320312499985,0.5528389716553281,-0.0687262147250557,0.0274554703860784,P
21.0,0.9979166666666668,1.0,71.0,88.0,14.233832199546486,0.2780589569161017,4/4,4,4,1,G,major,215.3320312499985,0.4838251995464855,-0.1377399868338982,0.0341361539704952,P
21.0,0.4979166666666667,1.0,71.0,88.0,14.233832199546486,0.2081088435374137,4/4,4,4,1,G,major,143.55468750000085,0.4838251995464855,0.0006433997874137,0.0336310628358989,P
21.5,0.4979166666666667,1.0,71.0,88.0,14.44281179138322,0.2081088435374155,4/4,4,4,1,G,major,143.5546874999996,0.484471291383219,0.0006433997874155,0.0286846811994995,P
22.0,0.9979166666666668,1.0,70.0,88.0,14.651791383219956,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,0.4851173832199542,0.0012894916241508,0.0240370733188077,P
22.0,0.4979166666666667,1.0,70.0,88.0,14.651791383219956,0.2081088435374155,4/4,4,4,1,G,major,143.5546874999996,0.4851173832199542,0.0006433997874155,0.0214103363528458,P
