Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff,RMS
55.0,0.9979166666666667,1.0,83.0,49.0,28.76952380952381,0.39391685563114376,4/4,4,4,1,G,major,151.999080882352,0.85283880952381,-0.021882088118856224,0.07204285357337205
55.0,0.9979166666666667,1.0,67.0,49.0,28.76952380952381,0.39391685563114376,4/4,4,4,1,G,major,151.999080882352,0.85283880952381,-0.021882088118856224,0.07204285357337205
55.0,0.9979166666666667,1.0,72.0,49.0,28.76952380952381,0.39391685563114376,4/4,4,4,1,G,major,151.999080882352,0.85283880952381,-0.021882088118856224,0.07204285357337205
55.0,0.9979166666666667,1.0,76.0,49.0,28.76952380952381,0.32440211640211564,4/4,4,4,1,G,major,184.57031250000043,0.85283880952381,-0.09139682734788435,0.07794288197503386
56.0,3.997916666666667,1.0,52.0,88.0,29.094603174603176,1.670965986394548,4/4,4,4,1,G,major,143.55468750000085,0.7612511746031743,0.005166042644547897,0.06453991415529135
57.0,0.9979166666666667,1.0,84.0,88.0,29.512562358276643,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,0.7625433582766412,0.0012894916241472099,0.08596001261492602
57.0,0.9979166666666667,1.0,69.0,88.0,29.512562358276643,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,0.7625433582766412,0.0012894916241472099,0.08596001261492602
57.0,0.9979166666666667,1.0,74.0,88.0,29.512562358276643,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,0.7625433582766412,0.0012894916241472099,0.08596001261492602
57.0,0.9979166666666667,1.0,78.0,88.0,29.512562358276643,0.4170884353741543,4/4,4,4,1,G,major,143.5546874999984,0.7625433582766412,0.0012894916241543153,0.08596001261492602
58.0,0.9979166666666667,1.0,83.0,88.0,29.930521541950114,0.4170884353741543,4/4,4,4,1,G,major,143.5546874999984,0.7638355419501153,0.0012894916241543153,0.07958997843257257
58.0,0.9979166666666667,1.0,69.0,88.0,29.930521541950114,0.4170884353741543,4/4,4,4,1,G,major,143.5546874999984,0.7638355419501153,0.0012894916241543153,0.07958997843257257
58.0,0.9979166666666667,1.0,74.0,88.0,29.930521541950114,0.4170884353741543,4/4,4,4,1,G,major,143.5546874999984,0.7638355419501153,0.0012894916241543153,0.07958997843257257
58.0,0.9979166666666667,1.0,78.0,88.0,29.930521541950114,0.3707452758881332,4/4,4,4,1,G,major,161.49902343749991,0.7638355419501153,-0.045053667861866764,0.08093897682788294
59.0,0.9979166666666667,1.0,84.0,88.0,30.30204081632653,0.3707452758881332,4/4,4,4,1,G,major,161.49902343749991,0.7186878163265327,-0.045053667861866764,0.04385071074900578
59.0,0.9979166666666667,1.0,69.0,88.0,30.30204081632653,0.3707452758881332,4/4,4,4,1,G,major,161.49902343749991,0.7186878163265327,-0.045053667861866764,0.04385071074900578
59.0,0.9979166666666667,1.0,74.0,88.0,30.30204081632653,0.3707452758881332,4/4,4,4,1,G,major,161.49902343749991,0.7186878163265327,-0.045053667861866764,0.04385071074900578
59.0,0.9979166666666667,1.0,78.0,88.0,30.30204081632653,0.3939168556311402,4/4,4,4,1,G,major,151.99908088235338,0.7186878163265327,-0.021882088118859777,0.04461429277261715
60.0,3.997916666666667,1.0,52.0,88.0,30.696780045351474,1.6709659863945556,4/4,4,4,1,G,major,143.5546875000002,0.6967600453514748,0.005166042644555446,0.01850325655600942
62.0,1.9979166666666666,1.0,102.0,62.0,31.532698412698412,0.8350476190476177,4/4,4,4,1,G,major,143.55468750000023,0.6993444126984123,0.0025816752976177693,0.008633735467696382
62.0,1.9979166666666666,1.0,107.0,62.0,31.532698412698412,0.8350476190476177,4/4,4,4,1,G,major,143.55468750000023,0.6993444126984123,0.0025816752976177693,0.008633735467696382
