Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff,RMS,Nominal
0.0,0.9979166666666668,1.0,83.0,49.0,0.0,0.6488042328042329,4/4,4,4,1,G,major,92.28515625,0.0,-0.0164738776124337,0.0001439828166011,N
1.0,0.9979166666666668,1.0,79.0,49.0,0.6501587301587302,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586,-0.0165082698412698,0.0066977021305745,0.0356805510932069,P
2.0,0.9979166666666668,1.0,83.0,49.0,1.3235374149659864,2.1317853363567645,4/4,4,4,1,G,major,28.086786684782613,-0.0097965850340135,1.4665072259400975,0.0174393931205697,P
3.0,0.9979166666666668,1.0,79.0,49.0,3.4597732426303853,0.6488042328042329,4/4,4,4,1,G,major,92.28515625,1.4597722426303852,-0.0164738776124337,0.0117496123371861,P
4.0,0.9979166666666668,1.0,81.0,49.0,4.109931972789116,0.7878337112622831,4/4,4,4,1,G,major,75.99954044117642,1.4432639727891154,0.1225556008456163,0.0215277073625275,P
5.0,0.9979166666666668,1.0,76.0,49.0,4.899410430839002,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872,1.5660754308390024,0.0066977021305736,0.0091455872158463,P
6.0,0.9979166666666668,1.0,81.0,49.0,5.572789115646258,0.8573484504913093,4/4,4,4,1,G,major,69.8374155405404,1.5727871156462578,0.1920703400746425,0.022159527537558,P
7.0,0.9979166666666668,1.0,76.0,49.0,6.431927437641724,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872,1.765258437641724,0.0066977021305736,0.0059727612294492,P
8.0,0.9979166666666668,1.0,78.0,49.0,7.10530612244898,0.9036916099773246,4/4,4,4,1,G,major,66.2560096153846,1.7719701224489794,0.2384134995606578,0.0339126772709683,P
9.0,0.9979166666666668,1.0,74.0,49.0,8.010884353741497,0.7414905517762661,4/4,4,4,1,G,major,80.74951171875,2.010881353741497,0.0762124413595993,0.0172886080155705,P
10.0,1.9979166666666663,1.0,78.0,49.0,8.753922902494331,1.5309206349206337,4/4,4,4,1,G,major,78.30255681818188,2.087252902494331,0.198975524503967,0.0190610859352256,P
11.0,0.9979166666666668,1.0,67.0,49.0,9.520181405895691,0.6951473922902491,4/4,4,4,1,G,major,86.13281250000004,2.186844405895691,0.0298692818735824,0.0139785499963982,P
12.0,0.9979166666666668,1.0,76.0,49.0,10.216780045351474,0.9732063492063516,4/4,4,4,1,G,major,61.52343749999984,2.216776045351473,0.307928238789685,0.0328556850666562,P
13.0,0.9979166666666668,1.0,72.0,49.0,11.19201814058957,0.6488042328042316,4/4,4,4,1,G,major,92.28515625000016,2.52534714058957,-0.0164738776124351,0.0137292656528246,P
14.0,1.9979166666666663,1.0,76.0,49.0,11.8421768707483,1.8092698412698416,4/4,4,4,1,G,major,66.2560096153846,2.508838870748299,0.4773247308531751,0.0155734572126798,P
15.0,0.9979166666666668,1.0,62.0,49.0,12.747755102040816,0.741490551776265,4/4,4,4,1,G,major,80.74951171875011,2.7477501020408166,0.0762124413595982,0.0073844038663834,P
16.0,0.4979166666666667,1.0,76.0,49.0,13.49079365079365,0.5549569160997737,4/4,4,4,1,G,major,53.83300781249995,2.82412165079365,0.223012305683107,0.0417380899539216,P
16.5,0.4979166666666667,1.0,72.0,54.0,14.048072562358277,0.3468480725623581,4/4,4,4,1,G,major,86.13281250000004,3.0480670623582764,0.0149034621456914,0.0358255155458221,P
17.0,0.4979166666666667,1.0,67.0,60.0,14.396371882086168,0.3237248677248671,4/4,4,4,1,G,major,92.28515625000016,3.0630328820861674,-0.0082197426917995,0.0254881581190987,P
17.5,0.4979166666666667,1.0,62.0,65.0,14.721451247165533,0.2312320483749066,4/4,4,4,1,G,major,129.19921874999935,3.054778747165532,-0.10071256204176,0.0420381673076936,P
18.0,0.4979166666666667,1.0,67.0,71.0,14.953650793650796,0.0693696145124716,4/4,4,4,1,G,major,430.66406250000006,2.9536447936507937,-0.262574995904195,0.0321369923270092,P
18.5,0.4979166666666667,1.0,62.0,76.0,15.023310657596372,0.3006016628873761,4/4,4,4,1,G,major,99.38401442307728,2.689971157596373,-0.0313429475292905,0.0314074413868338,P
19.0,0.4979166666666667,1.0,57.0,82.0,15.32517006802721,0.3237248677248671,4/4,4,4,1,G,major,92.28515625000016,2.658497068027211,-0.0082197426917995,0.0449796735106754,P
19.5,0.4979166666666667,1.0,58.0,88.0,15.650249433106575,0.3468480725623581,4/4,4,4,1,G,major,86.13281250000004,2.6502429331065755,0.0149034621456914,0.0278416174457222,P
20.0,3.997916666666667,1.0,52.0,88.0,15.998548752834466,1.6709659863945767,4/4,4,4,1,G,major,143.55468749999838,2.6652087528344666,0.0051660426445765,0.0614185149216252,P
20.5,0.4979166666666667,1.0,71.0,88.0,16.207528344671204,0.4855873015872988,4/4,4,4,1,G,major,61.52343750000036,2.665854844671204,0.2781218578372988,0.0531618300220156,P
21.0,0.9979166666666668,1.0,71.0,88.0,16.69514739229025,0.9732063492063436,4/4,4,4,1,G,major,61.52343750000036,2.9451403922902486,0.5574074054563436,0.0645230112958829,P
21.0,0.4979166666666667,1.0,71.0,88.0,16.69514739229025,0.2312320483749065,4/4,4,4,1,G,major,129.19921874999943,2.9451403922902486,0.0237666046249065,0.0759480516781901,P
21.5,0.4979166666666667,1.0,71.0,88.0,16.92734693877551,0.2081088435374137,4/4,4,4,1,G,major,143.55468750000085,2.9690064387755104,0.0006433997874137,0.0648692920907992,P
22.0,0.9979166666666668,1.0,70.0,88.0,17.136326530612244,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,2.969652530612244,0.0012894916241472,0.0585132648492999,P
22.0,0.4979166666666667,1.0,70.0,88.0,17.136326530612244,0.2081088435374137,4/4,4,4,1,G,major,143.55468750000085,2.969652530612244,0.0006433997874137,0.0593533568590698,P
22.5,0.4979166666666667,1.0,71.0,88.0,17.345306122448978,0.2081088435374173,4/4,4,4,1,G,major,143.5546874999984,2.9702986224489774,0.0006433997874172,0.0577660687110998,P
23.0,0.9979166666666668,1.0,71.0,88.0,17.554285714285715,0.4170884353741543,4/4,4,4,1,G,major,143.5546874999984,2.9709447142857144,0.0012894916241543,0.0582815889610241,P
23.0,0.4979166666666667,1.0,71.0,88.0,17.554285714285715,0.2081088435374155,4/4,4,4,1,G,major,143.5546874999996,2.9709447142857144,0.0006433997874155,0.0543900636690281,P
23.5,0.4979166666666667,1.0,71.0,88.0,17.76326530612245,0.1849856386999245,4/4,4,4,1,G,major,161.49902343749991,2.9715908061224496,-0.0224798050500754,0.0646328471352112,P
24.0,3.997916666666667,1.0,52.0,88.0,17.949024943310658,1.670965986394548,4/4,4,4,1,G,major,143.55468750000085,2.9490169433106583,0.0051660426445478,0.057129897276103,P
24.5,0.4979166666666667,1.0,71.0,88.0,18.15800453514739,0.2081088435374173,4/4,4,4,1,G,major,143.5546874999984,2.949663035147392,0.0006433997874172,0.0533706793947734,P
25.0,0.9979166666666668,1.0,70.0,88.0,18.36698412698413,0.4170884353741543,4/4,4,4,1,G,major,143.5546874999984,2.950309126984129,0.0012894916241543,0.069364615112071,P
25.0,0.4979166666666667,1.0,70.0,88.0,18.36698412698413,0.2081088435374137,4/4,4,4,1,G,major,143.55468750000085,2.950309126984129,0.0006433997874137,0.0779537382826258,P
25.5,0.4979166666666667,1.0,71.0,88.0,18.575963718820866,0.2081088435374137,4/4,4,4,1,G,major,143.55468750000085,2.9509552188208623,0.0006433997874137,0.0595506945721745,P
