O,O_N,B,B_Nom,C,C_Nom,O_BE,O_BE_Nom,B_BE,B_BE_Nom,C_BE,C_BE_Nom
0.0,none,0.0,none,0.0,none,0.0,none,0.0,none,0.0,none
0.1460314126984127,adv,-0.0232199546485259,none,0.0,none,0.0216216179401047,none,-0.0007530791054559,none,0.0,none
-0.0097965850340135,none,0.0696598639455783,none,0.0696598639455783,none,0.0432432358802094,none,0.0022592373163677,none,0.0022592373163677,none
-0.0030849002267574,none,-0.1160997732426305,del,0.0696598639455783,none,0.0648648538203142,none,-0.0037653955272796,none,0.0022592373163677,none
-0.0195931700680271,none,0.0,none,0.0928798185941044,none,0.0864864717604189,none,0.0,none,0.0030123164218237,none
-0.0128814852607712,none,-4.440892098500626e-16,none,0.1625396825396823,adv,0.1081080897005236,adv,-1.3877787807814457e-17,none,0.0052715537381915,none
-0.122269573696145,del,4.440892098500626e-16,none,0.2321995464852611,adv,0.1297297076406284,adv,0.0,none,0.0075307910545593,none
-0.1387778435374143,del,8.881784197001252e-16,none,0.2554195011337876,adv,0.1513513255807331,adv,2.775557561562892e-17,none,0.0082838701600152,none
-0.1320661587301588,del,0.0,none,0.3947392290249434,adv,0.1729729435208378,adv,0.0,none,0.0128023447927508,none
-0.1253544739229024,del,0.0232199546485265,none,0.3947392290249434,adv,0.1945945614609426,adv,0.0007530791054559,none,0.0128023447927508,none
-0.2115226077097505,del,0.0,none,0.3018594104308389,adv,0.2162161794010473,adv,0.0,none,0.0097900283709271,none
-0.2280308775510207,del,8.881784197001252e-16,none,0.4411791383219956,adv,0.237837797341152,adv,2.775557561562892e-17,none,0.0143085030036627,none
-0.2909790566893431,del,0.0232199546485256,none,0.5572789115646248,adv,0.2594594152812568,adv,0.0007530791054559,none,0.0180738985309423,none
-0.2610474172335593,del,0.0232199546485247,none,0.6501587301587293,adv,0.2810810332213614,adv,0.0007530791054559,none,0.021086214952766,none
-0.2775556870748286,del,0.0696598639455778,none,0.650158730158731,adv,0.3027026511614662,adv,0.0022592373163677,none,0.021086214952766,none
-0.2708440022675731,del,-0.0464399092970531,none,0.650158730158731,adv,0.3243242691015709,adv,-0.0015061582109118,none,0.0210862149527661,none
-0.3337921814058955,del,-0.0464399092970531,none,0.6269387755102045,adv,0.3459458870416757,adv,-0.0015061582109118,none,0.0203331358473101,none
-0.2491664977324266,del,0.0232199546485247,none,0.7198185941043089,adv,0.3567566960117281,adv,0.0007530791054559,none,0.0233454522691339,none
-0.210980723356009,del,0.0464399092970513,none,0.7894784580498868,adv,0.3675675049817805,adv,0.0015061582109118,none,0.0256046895855017,none
-0.2192348582766445,del,0.0464399092970513,none,0.8126984126984134,adv,0.3783783139518328,adv,0.0015061582109118,none,0.0263577686909576,none
-0.2274889931972801,del,0.1857596371882071,adv,1.0448979591836736,adv,0.3891891229218852,adv,0.0060246328436474,none,0.0338885597455169,none
-0.2589630827664386,del,0.4411791383219956,adv,1.253877551020409,adv,0.3999999318919375,adv,0.0143085030036627,none,0.0406662716946203,none
-0.2904371723356007,del,0.5108390022675735,adv,1.2306575963718824,adv,0.4108107408619899,adv,0.0165677403200305,none,0.0399131925891644,none
-0.321911261904761,del,0.6269387755102045,adv,1.3699773242630382,adv,0.4216215498320422,adv,0.0203331358473101,none,0.0444316672218999,none
-0.30694544217687,del,0.6733786848072558,adv,1.3699773242630382,adv,0.4324323588020946,adv,0.0218392940582219,none,0.0444316672218999,none
-0.3062993503401365,del,0.6733786848072558,adv,1.3699773242630382,adv,0.439189116435403,adv,0.0218392940582219,none,0.0444316672218999,none
-0.3288732131519278,del,0.6501587301587293,adv,1.3467573696145116,adv,0.4459458740687114,adv,0.021086214952766,none,0.0436785881164439,none
-0.3288732131519278,del,0.6501587301587293,adv,1.3467573696145116,adv,0.4459458740687114,adv,0.021086214952766,none,0.0436785881164439,none
-0.3282271213151926,del,0.6501587301587293,adv,1.3467573696145134,adv,0.4527026317020198,adv,0.021086214952766,none,0.043678588116444,none
-0.3275810294784591,del,0.6501587301587293,adv,1.3467573696145116,adv,0.4594593893353282,adv,0.021086214952766,none,0.043678588116444,none
-0.3275810294784591,del,0.6501587301587293,adv,1.3467573696145116,adv,0.4594593893353282,adv,0.021086214952766,none,0.043678588116444,none
-0.3269349376417239,del,0.6501587301587293,adv,1.3467573696145116,adv,0.4662161469686366,adv,0.021086214952766,none,0.0436785881164439,none
-0.3262888458049886,del,0.650158730158731,adv,1.3467573696145134,adv,0.4729729046019451,adv,0.0210862149527661,none,0.043678588116444,none
-0.3262888458049886,del,0.650158730158731,adv,1.3467573696145134,adv,0.4729729046019451,adv,0.0210862149527661,none,0.043678588116444,none
-0.3256427539682534,del,0.6501587301587293,adv,1.3467573696145116,adv,0.4797296622352534,adv,0.021086214952766,none,0.043678588116444,none
-0.4643163900226756,del,0.6733786848072558,adv,1.2306575963718809,adv,0.4864864198685618,adv,0.021839294058222,none,0.0399131925891643,none
