O,O_N,A,A_Nom,C,C_Nom,O_BE,O_BE_Nom,A_BE,A_BE_Nom,C_BE,C_BE_Nom
0.0,none,0.0,none,0.0,none,0.0,none,0.0,none,0.0,none
0.4014509138321996,adv,0.1625396825396826,adv,-0.0696598639455783,none,0.0216216179401047,none,0.0052715537381915,none,-0.0022592373163677,none
0.5707022811791382,adv,0.3947392290249429,adv,-0.1160997732426305,del,0.0432432358802094,none,0.0128023447927508,none,-0.0037653955272796,none
0.995373149659864,adv,0.7662585034013607,adv,-0.2321995464852611,del,0.0648648538203142,none,0.0248516104800457,none,-0.0075307910545593,none
0.9788648798185936,adv,0.7662585034013603,adv,-0.2554195011337872,del,0.0864864717604189,none,0.0248516104800457,none,-0.0082838701600152,none
1.4731956122448988,adv,1.2074376417233563,adv,-0.4876190476190469,del,0.1081080897005236,adv,0.0391601134837084,none,-0.0158146612145745,none
1.688886888888888,adv,1.4164172335600904,adv,-0.650158730158731,del,0.1297297076406284,adv,0.0459378254328118,none,-0.0210862149527661,none
1.9742380294784576,adv,1.7182766439909294,adv,-0.7430385487528355,del,0.1513513255807331,adv,0.0557278538037389,none,-0.0240985313745898,none
2.468568761904762,adv,2.020136054421769,adv,-0.8591383219954647,del,0.1729729435208378,adv,0.065517882174666,none,-0.0278639269018695,none
2.6378201292517,adv,2.1826757369614507,adv,-0.9520181405895692,del,0.1945945614609426,adv,0.0707894359128575,none,-0.0308762433236932,none
3.062490997732427,adv,2.600634920634921,adv,-1.091337868480725,del,0.2162161794010473,adv,0.0843448598110644,none,-0.0353947179564287,none
3.13886254648526,adv,2.693514739229024,adv,-1.3931972789115648,del,0.237837797341152,adv,0.087357176232888,none,-0.0451847463273559,none
3.3777737777777777,adv,2.9257142857142853,adv,-1.1609977324263028,del,0.2594594152812568,adv,0.0948879672874474,none,-0.0376539552727965,none
3.6399049637188217,adv,3.1346938775510207,adv,-1.5092970521541955,del,0.2810810332213614,adv,0.1016656792365507,adv,-0.0489501418546355,none
3.646616648526077,adv,3.157913832199545,adv,-1.787936507936509,del,0.3027026511614662,adv,0.1024187583420067,adv,-0.0579870911201068,none
4.233827199546486,adv,3.6687528344671207,adv,-1.787936507936509,del,0.3243242691015709,adv,0.1189864986620372,adv,-0.0579870911201068,none
4.403078566893424,adv,3.668752834467119,adv,-1.6486167800453533,del,0.3459458870416757,adv,0.1189864986620372,adv,-0.0534686164873711,none
4.603804023809522,adv,3.8777324263038526,adv,-1.7647165532879845,del,0.3567566960117281,adv,0.1257642106111405,adv,-0.0572340120146508,none
4.618769843537415,adv,3.8777324263038544,adv,-1.7647165532879807,del,0.3675675049817805,adv,0.1257642106111406,adv,-0.0572340120146507,none
4.610515708616781,adv,3.877732426303856,adv,-1.764716553287979,del,0.3783783139518328,adv,0.1257642106111406,adv,-0.0572340120146507,none
4.602261573696145,adv,3.8777324263038544,adv,-1.7647165532879825,del,0.3891891229218852,adv,0.1257642106111406,adv,-0.0572340120146508,none
4.61722739342404,adv,3.877732426303858,adv,-1.764716553287979,del,0.3999999318919375,adv,0.1257642106111407,adv,-0.0572340120146507,none
4.608973258503404,adv,3.8545124716553314,adv,-1.764716553287979,del,0.4108107408619899,adv,0.1250111315056847,adv,-0.0572340120146507,none
4.600719123582769,adv,3.8545124716553296,adv,-1.764716553287979,del,0.4216215498320422,adv,0.1250111315056846,adv,-0.0572340120146507,none
4.615684943310658,adv,3.854512471655328,adv,-1.7647165532879825,del,0.4324323588020946,adv,0.1250111315056846,adv,-0.0572340120146508,none
4.616331035147395,adv,3.8545124716553314,adv,-1.764716553287979,del,0.439189116435403,adv,0.1250111315056847,adv,-0.0572340120146507,none
5.290355811791386,adv,3.831292517006807,adv,-1.462857142857139,del,0.4459458740687114,adv,0.1242580524002288,adv,-0.0474439836437236,none
5.290355811791386,adv,3.831292517006807,adv,-1.462857142857139,del,0.4459458740687114,adv,0.1242580524002288,adv,-0.0474439836437236,none
5.29100190362812,adv,3.831292517006803,adv,-1.4628571428571426,del,0.4527026317020198,adv,0.1242580524002288,adv,-0.0474439836437237,none
5.291647995464853,adv,3.831292517006803,adv,-1.4628571428571426,del,0.4594593893353282,adv,0.1242580524002288,adv,-0.0474439836437237,none
5.291647995464853,adv,3.831292517006803,adv,-1.4628571428571426,del,0.4594593893353282,adv,0.1242580524002288,adv,-0.0474439836437237,none
5.2922940873015865,adv,3.831292517006803,adv,-1.4628571428571426,del,0.4662161469686366,adv,0.1242580524002288,adv,-0.0474439836437236,none
5.292940179138324,adv,3.831292517006805,adv,-1.462857142857139,del,0.4729729046019451,adv,0.1242580524002288,adv,-0.0474439836437236,none
5.292940179138324,adv,3.831292517006805,adv,-1.462857142857139,del,0.4729729046019451,adv,0.1242580524002288,adv,-0.0474439836437236,none
5.293586270975059,adv,3.831292517006805,adv,-1.5325170068027203,del,0.4797296622352534,adv,0.1242580524002288,adv,-0.0497032209600915,none
5.433552090702952,adv,3.993832199546489,adv,-1.462857142857139,del,0.4864864198685618,adv,0.1295296061384203,adv,-0.0474439836437236,none
5.573517910430841,adv,3.320453514739232,adv,-1.3235374149659869,del,0.4932431775018702,adv,0.1076903120801983,adv,-0.0429255090109881,none
5.574164002267574,adv,3.227573696145125,adv,-1.3235374149659869,del,0.4999999351351786,adv,0.1046779956583745,adv,-0.0429255090109881,none
5.574164002267574,adv,3.227573696145125,adv,-1.3235374149659869,del,0.4999999351351786,adv,0.1046779956583745,adv,-0.0429255090109881,none
5.574810094104311,adv,3.088253968253973,adv,-1.323537414965983,del,0.506756692768487,adv,0.100159521025639,adv,-0.042925509010988,none
5.575456185941045,adv,3.088253968253973,adv,-1.323537414965983,del,0.5135134504017954,adv,0.100159521025639,adv,-0.042925509010988,none
5.575456185941045,adv,3.088253968253973,adv,-1.323537414965983,del,0.5135134504017954,adv,0.100159521025639,adv,-0.042925509010988,none
5.5993222324263066,adv,2.73995464852608,adv,-1.346757369614508,del,0.5202702080351038,adv,0.0888633344438,none,-0.0436785881164439,none
5.599968324263042,adv,2.73995464852608,adv,-1.3467573696145116,del,0.5270269656684121,adv,0.0888633344438,none,-0.043678588116444,none
5.599968324263042,adv,2.73995464852608,adv,-1.3467573696145116,del,0.5270269656684121,adv,0.0888633344438,none,-0.043678588116444,none
5.6006144160997735,adv,2.73995464852608,adv,-1.3467573696145116,del,0.5337837233017206,adv,0.0888633344438,none,-0.0436785881164439,none
5.601260507936505,adv,2.623854875283449,adv,-1.3467573696145116,del,0.540540480935029,adv,0.0850979389165204,none,-0.0436785881164439,none
5.601906599773244,adv,2.2987755102040843,adv,-1.3467573696145116,del,0.5472972385683375,adv,0.0745548314401373,none,-0.0436785881164439,none
5.788312328798188,adv,2.1130158730158755,adv,-1.1609977324263028,del,0.5540539962016457,adv,0.0685301985964899,none,-0.0376539552727965,none
5.788312328798188,adv,2.1130158730158755,adv,-1.1609977324263028,del,0.5540539962016457,adv,0.0685301985964899,none,-0.0376539552727965,none
5.78895842063492,adv,2.1130158730158755,adv,-1.1609977324263028,del,0.5608107538349543,adv,0.0685301985964899,none,-0.0376539552727965,none
5.789604512471659,adv,2.1130158730158755,adv,-1.1609977324262992,del,0.5675675114682626,adv,0.0685301985964899,none,-0.0376539552727964,none
5.789604512471659,adv,2.1130158730158755,adv,-1.1609977324262992,del,0.5675675114682626,adv,0.0685301985964899,none,-0.0376539552727964,none
5.790250604308394,adv,2.1130158730158755,adv,-1.1609977324263028,del,0.574324269101571,adv,0.0685301985964899,none,-0.0376539552727965,none
5.790896696145126,adv,2.1130158730158755,adv,-1.1609977324263028,del,0.5810810267348794,adv,0.0685301985964899,none,-0.0376539552727964,none
5.790896696145126,adv,2.1130158730158755,adv,-1.1609977324263028,del,0.5810810267348794,adv,0.0685301985964899,none,-0.0376539552727964,none
5.791542787981857,adv,2.1130158730158755,adv,-1.1609977324263028,del,0.5878377843681878,adv,0.0685301985964897,none,-0.0376539552727965,none
5.815408834467121,adv,1.811156462585036,adv,-1.137777777777778,del,0.5945945420014962,adv,0.0587401702255627,none,-0.0369008761673406,none
5.97859460884354,adv,1.718276643990933,adv,-0.975238095238094,del,0.6013512996348045,adv,0.0557278538037391,none,-0.031629322429149,none
6.095340473922903,adv,1.6718367346938798,adv,-0.975238095238094,del,0.608108057268113,adv,0.0542216955928271,none,-0.031629322429149,none
6.095340473922903,adv,1.6718367346938798,adv,-0.975238095238094,del,0.608108057268113,adv,0.0542216955928271,none,-0.031629322429149,none
6.212086339002266,adv,1.486077097505671,adv,-0.905578231292516,del,0.6148648149014214,adv,0.0481970627491796,none,-0.0293700851127813,none
6.212732430839004,adv,1.486077097505671,adv,-0.905578231292516,del,0.6216215725347297,adv,0.0481970627491796,none,-0.0293700851127813,none
6.212732430839004,adv,1.486077097505671,adv,-0.905578231292516,del,0.6216215725347297,adv,0.0481970627491796,none,-0.0293700851127813,none
6.21337852267574,adv,1.277097505668937,adv,-0.905578231292516,del,0.6283783301680381,adv,0.0414193508000763,none,-0.0293700851127812,none
6.214024614512471,adv,1.277097505668937,adv,-0.905578231292516,del,0.6351350878013466,adv,0.0414193508000763,none,-0.0293700851127812,none
6.214024614512471,adv,1.277097505668937,adv,-0.905578231292516,del,0.6351350878013466,adv,0.0414193508000763,none,-0.0293700851127812,none
6.237890660997735,adv,1.0216780045351506,adv,-0.9287981859410408,del,0.6418918454346549,adv,0.0331354806400611,none,-0.0301231642182372,none
6.23853675283447,adv,1.0216780045351506,adv,-0.9287981859410408,del,0.6486486030679632,adv,0.0331354806400611,none,-0.0301231642182372,none
6.239182844671202,adv,1.0216780045351506,adv,-0.9287981859410444,del,0.6554053607012718,adv,0.0331354806400611,none,-0.0301231642182372,none
6.239828936507937,adv,1.0216780045351506,adv,-0.9287981859410408,del,0.6621621183345802,adv,0.0331354806400611,none,-0.0301231642182371,none
6.239828936507937,adv,1.0216780045351506,adv,-0.9287981859410408,del,0.6621621183345802,adv,0.0331354806400611,none,-0.0301231642182371,none
6.240475028344672,adv,1.0216780045351506,adv,-0.9287981859410408,del,0.6689188759678886,adv,0.0331354806400611,none,-0.0301231642182371,none
6.241121120181408,adv,0.6037188208616797,adv,-0.9984580498866222,del,0.6756756336011969,adv,0.0195800567418542,none,-0.0323824015346051,none
6.241121120181408,adv,0.6037188208616797,adv,-0.9984580498866222,del,0.6756756336011969,adv,0.0195800567418542,none,-0.0323824015346051,none
6.3346470306122455,adv,0.3250793650793682,adv,-1.021678004535147,del,0.6824323912345054,adv,0.010543107476383,none,-0.033135480640061,none
6.335293122448981,adv,0.3018594104308398,adv,-1.021678004535147,del,0.6891891488678137,adv,0.0097900283709271,none,-0.033135480640061,none
6.335293122448981,adv,0.3018594104308398,adv,-1.021678004535147,del,0.6891891488678137,adv,0.0097900283709271,none,-0.033135480640061,none
6.335939214285716,adv,0.1393197278911593,adv,-1.0216780045351437,del,0.6959459065011222,adv,0.0045184746327356,none,-0.0331354806400608,none
6.336585306122451,adv,0.1393197278911593,adv,-1.021678004535147,del,0.7027026641344305,adv,0.0045184746327356,none,-0.033135480640061,none
6.337231397959183,adv,0.1393197278911593,adv,-1.021678004535147,del,0.709459421767739,adv,0.0045184746327356,none,-0.033135480640061,none
6.337877489795918,adv,0.1393197278911557,adv,-1.021678004535147,del,0.7162161794010473,adv,0.0045184746327355,none,-0.033135480640061,none
6.337877489795918,adv,0.1393197278911557,adv,-1.021678004535147,del,0.7162161794010473,adv,0.0045184746327355,none,-0.033135480640061,none
6.338523581632657,adv,-0.4179591836734673,del,-1.2770975056689338,del,0.7229729370343556,adv,-0.0135554238982066,none,-0.0414193508000761,none
6.315949718820864,adv,-0.4179591836734673,del,-1.2770975056689302,del,0.7297296946676641,adv,-0.0135554238982067,none,-0.041419350800076,none
6.315949718820864,adv,-0.4179591836734673,del,-1.2770975056689302,del,0.7297296946676641,adv,-0.0135554238982067,none,-0.041419350800076,none
6.316595810657599,adv,-0.4179591836734673,del,-1.2770975056689338,del,0.7364864523009724,adv,-0.0135554238982067,none,-0.0414193508000761,none
