O,O_N,A,A_Nom,C,C_Nom,O_BE,O_BE_Nom,A_BE,A_BE_Nom,C_BE,C_BE_Nom
0.0,none,0.0,none,0.0,none,0.0,none,0.0,none,0.0,none
0.563990596371882,adv,0.0464399092970522,none,0.3715192743764171,adv,0.0216216179401047,none,0.0015061582109118,none,0.0120492656872949,none
0.5707022811791382,adv,0.0464399092970522,none,0.3715192743764173,adv,0.0432432358802094,none,0.0015061582109118,none,0.0120492656872949,none
1.2275726961451243,adv,0.0464399092970522,none,0.7430385487528346,adv,0.0648648538203142,none,0.0015061582109118,none,0.0240985313745898,none
1.2342843809523805,adv,0.0696598639455778,none,0.7662585034013598,adv,0.0864864717604189,none,0.0022592373163677,none,0.0248516104800457,none
1.5660754308390017,adv,-0.0464399092970531,none,0.9287981859410426,adv,0.1081080897005236,adv,-0.0015061582109118,none,0.0301231642182372,none
1.5727871156462587,adv,-0.0928798185941044,none,0.9287981859410436,adv,0.1297297076406284,adv,-0.0030123164218237,none,0.0301231642182372,none
1.8581382562358284,adv,-0.2786394557823133,del,1.2074376417233568,adv,0.1513513255807331,adv,-0.0090369492654711,none,0.0391601134837084,none
2.07382953287982,adv,-0.255419501133785,del,1.253877551020409,adv,0.1729729435208378,adv,-0.0082838701600151,none,0.0406662716946203,none
2.335960718820861,adv,-0.3250793650793646,del,1.3931972789115648,adv,0.1945945614609426,adv,-0.010543107476383,none,0.0451847463273559,none
2.5052120861678,adv,-0.4643990929705222,del,1.5325170068027214,adv,0.2162161794010473,adv,-0.0150615821091186,none,0.0497032209600915,none
2.883443045351473,adv,-0.3482993197278912,del,1.6718367346938765,adv,0.237837797341152,adv,-0.0112961865818389,none,0.054221695592827,none
2.936594639455782,adv,-0.5340589569160983,del,1.625396825396825,adv,0.2594594152812568,adv,-0.0173208194254863,none,0.0527155373819152,none
3.2219457800453526,adv,-0.5572789115646248,del,1.787936507936509,adv,0.2810810332213614,adv,-0.0180738985309423,none,0.0579870911201068,none
3.530516875283448,adv,-0.5804988662131514,del,1.9969160997732445,adv,0.3027026511614662,adv,-0.0188269776363982,none,0.0647648030692101,none
3.6997682426303857,adv,-0.7430385487528337,del,2.159455782312925,adv,0.3243242691015709,adv,-0.0240985313745897,none,0.0700363568074016,none
4.077999201814059,adv,-0.6037188208616762,del,2.530975056689341,adv,0.3459458870416757,adv,-0.0195800567418542,none,0.0820856224946965,none
4.162624885487528,adv,-0.8591383219954665,del,2.577414965986396,adv,0.3567566960117281,adv,-0.0278639269018695,none,0.0835917807056085,none
4.177590705215421,adv,-0.9520181405895692,del,2.577414965986396,adv,0.3675675049817805,adv,-0.0308762433236932,none,0.0835917807056084,none
4.169336570294785,adv,-0.9520181405895692,del,2.577414965986396,adv,0.3783783139518328,adv,-0.0308762433236932,none,0.0835917807056084,none
4.16108243537415,adv,-1.1609977324263028,del,2.577414965986396,adv,0.3891891229218852,adv,-0.0376539552727965,none,0.0835917807056084,none
4.036728527210885,adv,-1.4628571428571462,del,2.693514739229024,adv,0.3999999318919375,adv,-0.0474439836437238,none,0.087357176232888,none
3.958814528344672,adv,-1.7647165532879825,del,2.7399546485260764,adv,0.4108107408619899,adv,-0.0572340120146508,none,0.0888633344437999,none
3.741580801587302,adv,-1.973696145124716,del,2.6702947845804985,adv,0.4216215498320422,adv,-0.0640117239637542,none,0.0866040971274321,none
3.756546621315195,adv,-1.973696145124716,del,2.670294784580502,adv,0.4324323588020946,adv,-0.0640117239637541,none,0.0866040971274323,none
3.757192713151929,adv,-1.9969160997732445,del,2.693514739229027,adv,0.439189116435403,adv,-0.0647648030692102,none,0.0873571762328881,none
3.641739031746031,adv,-2.925714285714289,del,2.763174603174601,adv,0.4459458740687114,adv,-0.0948879672874474,none,0.0896164135492558,none
