O,O_N,A,A_Nom,B,B_Nom,O_BE,O_BE_Nom,A_BE,A_BE_Nom,B_BE,B_BE_Nom
0.0,none,0.0,none,0.0,none,0.0,none,0.0,none,0.0,none
0.285351140589569,adv,0.0696598639455781,none,0.0464399092970519,none,0.0216216179401047,none,0.0022592373163677,none,0.0015061582109118,none
0.1991830068027209,adv,0.1393197278911562,adv,0.1393197278911562,adv,0.0432432358802094,none,0.0045184746327355,none,0.0045184746327355,none
0.414874283446712,adv,0.2554195011337867,adv,0.1625396825396827,adv,0.0648648538203142,none,0.0082838701600152,none,0.0052715537381915,none
0.3983660136054423,adv,0.2554195011337867,adv,0.1625396825396827,adv,0.0864864717604189,none,0.0082838701600152,none,0.0052715537381915,none
0.5908373356009071,adv,0.4411791383219956,adv,0.3250793650793646,adv,0.1081080897005236,adv,0.0143085030036627,none,0.010543107476383,none
0.6207689750566887,adv,0.4643990929705213,adv,0.3482993197278912,adv,0.1297297076406284,adv,0.0150615821091186,none,0.0112961865818389,none
0.7668003877551017,adv,0.6269387755102036,adv,0.3715192743764168,adv,0.1513513255807331,adv,0.0203331358473101,none,0.0120492656872949,none
0.8663918911564625,adv,0.7198185941043089,adv,0.4643990929705222,adv,0.1729729435208378,adv,0.0233454522691339,none,0.0150615821091186,none
0.942763439909296,adv,0.7894784580498859,adv,0.5340589569160992,adv,0.1945945614609426,adv,0.0256046895855016,none,0.0173208194254864,none
1.0655748979591833,adv,0.9055782312925168,adv,0.6037188208616779,adv,0.2162161794010473,adv,0.0293700851127813,none,0.0195800567418542,none
1.1187264920634927,adv,0.9752380952380966,adv,0.6733786848072567,adv,0.237837797341152,adv,0.0316293224291491,none,0.021839294058222,none
1.1718780861677995,adv,1.021678004535147,adv,0.8126984126984116,adv,0.2594594152812568,adv,0.033135480640061,none,0.0263577686909576,none
1.3875693628117922,adv,1.207437641723356,adv,0.8359183673469381,adv,0.2810810332213614,adv,0.0391601134837084,none,0.0271108477964135,none
1.4407209569161008,adv,1.2770975056689338,adv,0.8823582766439912,adv,0.3027026511614662,adv,0.0414193508000762,none,0.0286170060073254,none
1.8421718707483008,adv,1.5789569160997736,adv,0.9752380952380956,adv,0.3243242691015709,adv,0.0512093791710033,none,0.0316293224291491,none
1.895323464852608,adv,1.6021768707482984,adv,1.021678004535147,adv,0.3459458870416757,adv,0.0519624582764592,none,0.033135480640061,none
2.0263890578231294,adv,1.6950566893424028,adv,0.9984580498866203,adv,0.3567566960117281,adv,0.0549747746982829,none,0.032382401534605,none
2.0413548775510204,adv,1.6950566893424028,adv,0.9984580498866203,adv,0.3675675049817805,adv,0.0549747746982829,none,0.032382401534605,none
2.033100742630385,adv,1.6950566893424028,adv,0.9984580498866203,adv,0.3783783139518328,adv,0.0549747746982829,none,0.032382401534605,none
1.7926470612244891,adv,1.555736961451247,adv,1.0681179138321983,adv,0.3891891229218852,adv,0.0504563000655474,none,0.0346416388509728,none
1.4825335158730173,adv,1.2306575963718824,adv,1.0681179138322,adv,0.3999999318919375,adv,0.0399131925891644,none,0.0346416388509728,none
1.4742793809523818,adv,1.2306575963718824,adv,1.091337868480725,adv,0.4108107408619899,adv,0.0399131925891644,none,0.0353947179564287,none
1.4660252460317462,adv,1.2306575963718809,adv,1.1609977324263028,adv,0.4216215498320422,adv,0.0399131925891643,none,0.0376539552727965,none
1.4809910657596372,adv,1.2306575963718809,adv,1.1609977324263028,adv,0.4324323588020946,adv,0.0399131925891643,none,0.0376539552727965,none
1.4816371575963725,adv,1.2306575963718824,adv,1.1609977324263046,adv,0.439189116435403,adv,0.0399131925891644,none,0.0376539552727966,none
1.4822832494331075,adv,1.2306575963718824,adv,1.1609977324263046,adv,0.4459458740687114,adv,0.0399131925891644,none,0.0376539552727966,none
1.4822832494331075,adv,1.2306575963718824,adv,1.1609977324263046,adv,0.4459458740687114,adv,0.0399131925891644,none,0.0376539552727966,none
1.4829293412698412,adv,1.2306575963718824,adv,1.1609977324263028,adv,0.4527026317020198,adv,0.0399131925891644,none,0.0376539552727965,none
1.4835754331065747,adv,1.2306575963718809,adv,1.1609977324263028,adv,0.4594593893353282,adv,0.0399131925891643,none,0.0376539552727965,none
1.4835754331065747,adv,1.2306575963718809,adv,1.1609977324263028,adv,0.4594593893353282,adv,0.0399131925891643,none,0.0376539552727965,none
1.4842215249433115,adv,1.2306575963718824,adv,1.1609977324263046,adv,0.4662161469686366,adv,0.0399131925891643,none,0.0376539552727965,none
1.5080875714285682,adv,1.2538775510204054,adv,1.1842176870748276,adv,0.4729729046019451,adv,0.0406662716946202,none,0.0384070343782524,none
1.5080875714285682,adv,1.2538775510204054,adv,1.1842176870748276,adv,0.4729729046019451,adv,0.0406662716946202,none,0.0384070343782524,none
1.508733663265307,adv,1.2538775510204072,adv,1.184217687074829,adv,0.4797296622352534,adv,0.0406662716946203,none,0.0384070343782525,none
1.4861598004535157,adv,1.2538775510204072,adv,1.184217687074829,adv,0.4864864198685618,adv,0.0406662716946202,none,0.0384070343782524,none
1.4868058922902492,adv,1.2538775510204072,adv,1.184217687074829,adv,0.4932431775018702,adv,0.0406662716946202,none,0.0384070343782524,none
1.4874519841269829,adv,1.2538775510204072,adv,1.184217687074829,adv,0.4999999351351786,adv,0.0406662716946203,none,0.0384070343782525,none
1.4874519841269829,adv,1.2538775510204072,adv,1.184217687074829,adv,0.4999999351351786,adv,0.0406662716946203,none,0.0384070343782525,none
1.488098075963716,adv,1.2538775510204037,adv,1.1842176870748258,adv,0.506756692768487,adv,0.0406662716946202,none,0.0384070343782524,none
1.4887441678004532,adv,1.253877551020409,adv,1.184217687074831,adv,0.5135134504017954,adv,0.0406662716946203,none,0.0384070343782525,none
1.4887441678004532,adv,1.253877551020409,adv,1.184217687074831,adv,0.5135134504017954,adv,0.0406662716946203,none,0.0384070343782525,none
1.4893902596371866,adv,1.253877551020409,adv,1.184217687074831,adv,0.5202702080351038,adv,0.0406662716946204,none,0.0384070343782526,none
1.490036351473922,adv,1.2538775510204054,adv,1.1842176870748276,adv,0.5270269656684121,adv,0.0406662716946202,none,0.0384070343782524,none
