O,O_N,A,A_Nom,B,B_Nom,O_BE,O_BE_Nom,A_BE,A_BE_Nom,B_BE,B_BE_Nom
0.0,none,0.0,none,0.0,none,0.0,none,0.0,none,0.0,none
0.3317910498866212,adv,0.1393197278911564,adv,0.1857596371882085,adv,0.0216216179401047,none,0.0045184746327355,none,0.0060246328436474,none
0.222402961451247,adv,0.1393197278911562,adv,0.3018594104308389,adv,0.0432432358802094,none,0.0045184746327355,none,0.0097900283709271,none
0.3916543287981859,adv,0.1160997732426305,adv,0.2554195011337867,adv,0.0648648538203142,none,0.0037653955272796,none,0.0082838701600152,none
0.2590462857142857,adv,0.0232199546485261,none,0.3018594104308389,adv,0.0864864717604189,none,0.0007530791054559,none,0.0097900283709271,none
0.3818577437641726,adv,0.1393197278911566,adv,0.4179591836734695,adv,0.1081080897005236,adv,0.0045184746327355,none,0.0135554238982067,none
0.2956896099773232,adv,0.0464399092970513,none,0.4179591836734682,adv,0.1297297076406284,adv,0.0015061582109118,none,0.0135554238982067,none
0.2791813401360539,adv,-0.0232199546485265,none,0.4179591836734682,adv,0.1513513255807331,adv,-0.0007530791054559,none,0.0135554238982067,none
0.2626730702947837,adv,-0.0464399092970522,none,0.3947392290249425,adv,0.1729729435208378,adv,-0.0015061582109118,none,0.0128023447927508,none
0.2693847551020401,adv,-0.0696598639455778,none,0.3947392290249425,adv,0.1945945614609426,adv,-0.0022592373163677,none,0.0128023447927508,none
0.2760964399092964,adv,-0.1160997732426309,del,0.3947392290249425,adv,0.2162161794010473,adv,-0.0037653955272796,none,0.0128023447927508,none
0.2595881700680271,adv,-0.1160997732426292,del,0.3947392290249434,adv,0.237837797341152,adv,-0.0037653955272796,none,0.0128023447927508,none
0.1037601723356012,adv,-0.2554195011337867,del,0.3250793650793664,adv,0.2594594152812568,adv,-0.0082838701600151,none,0.010543107476383,none
0.0872519024943319,none,-0.3250793650793664,del,0.2786394557823133,adv,0.2810810332213614,adv,-0.010543107476383,none,0.0090369492654711,none
0.1171835419501139,adv,-0.3482993197278912,del,0.2786394557823133,adv,0.3027026511614662,adv,-0.011296186581839,none,0.0090369492654711,none
0.1238952267573711,adv,-0.3715192743764159,del,0.2786394557823151,adv,0.3243242691015709,adv,-0.0120492656872948,none,0.0090369492654712,none
0.1538268662131514,adv,-0.2786394557823133,del,0.2786394557823133,adv,0.3459458870416757,adv,-0.0090369492654712,none,0.0090369492654711,none
0.2384525498866221,adv,-0.2321995464852602,del,0.3715192743764177,adv,0.3567566960117281,adv,-0.0075307910545592,none,0.0120492656872949,none
0.2534183696145131,adv,-0.2554195011337867,del,0.3715192743764177,adv,0.3675675049817805,adv,-0.0082838701600152,none,0.0120492656872949,none
0.2451642346938776,adv,-0.2554195011337867,del,0.3715192743764177,adv,0.3783783139518328,adv,-0.0082838701600152,none,0.0120492656872949,none
0.0743704172335597,none,-0.3947392290249425,del,0.3250793650793664,adv,0.3891891229218852,adv,-0.0128023447927507,none,0.010543107476383,none
-0.2125231734693873,del,-0.6037188208616797,del,0.1857596371882088,adv,0.3999999318919375,adv,-0.0195800567418542,none,0.0060246328436474,none
-0.2904371723355989,del,-0.6501587301587293,del,0.1625396825396841,adv,0.4108107408619899,adv,-0.021086214952766,none,0.0052715537381916,none
-0.4147910804988655,del,-0.7662585034013603,del,0.1625396825396823,adv,0.4216215498320422,adv,-0.0248516104800457,none,0.0052715537381914,none
-0.423045215419501,del,-0.7894784580498868,del,0.1393197278911557,adv,0.4324323588020946,adv,-0.0256046895855017,none,0.0045184746327355,none
-0.4223991235827657,del,-0.7894784580498868,del,0.1393197278911575,adv,0.439189116435403,adv,-0.0256046895855016,none,0.0045184746327356,none
-0.1895534852607703,del,-0.8591383219954647,del,0.2089795918367354,adv,0.4459458740687114,adv,-0.0278639269018694,none,0.0067777119491034,none
-0.1895534852607703,del,-0.8591383219954647,del,0.2089795918367354,adv,0.4459458740687114,adv,-0.0278639269018694,none,0.0067777119491034,none
-0.1889073934240368,del,-0.8591383219954665,del,0.2089795918367336,adv,0.4527026317020198,adv,-0.0278639269018695,none,0.0067777119491033,none
-0.1882613015873016,del,-0.8591383219954647,del,0.2089795918367354,adv,0.4594593893353282,adv,-0.0278639269018695,none,0.0067777119491033,none
-0.1882613015873016,del,-0.8591383219954647,del,0.2089795918367354,adv,0.4594593893353282,adv,-0.0278639269018695,none,0.0067777119491033,none
-0.1876152097505663,del,-0.8591383219954647,del,0.2089795918367354,adv,0.4662161469686366,adv,-0.0278639269018694,none,0.0067777119491034,none
-0.1869691179138328,del,-0.8591383219954647,del,0.2089795918367354,adv,0.4729729046019451,adv,-0.0278639269018694,none,0.0067777119491034,none
-0.1869691179138328,del,-0.8591383219954647,del,0.2089795918367354,adv,0.4729729046019451,adv,-0.0278639269018694,none,0.0067777119491034,none
-0.1863230260770958,del,-0.8591383219954629,del,0.2089795918367354,adv,0.4797296622352534,adv,-0.0278639269018694,none,0.0067777119491033,none
-0.2088968888888871,del,-0.9984580498866222,del,0.2089795918367354,adv,0.4864864198685618,adv,-0.032382401534605,none,0.0067777119491034,none
-0.0921510238095226,none,-0.8823582766439912,del,0.2554195011337867,adv,0.4932431775018702,adv,-0.0286170060073254,none,0.0082838701600152,none
-0.0915049319727892,none,-0.9984580498866203,del,0.255419501133785,adv,0.4999999351351786,adv,-0.032382401534605,none,0.0082838701600151,none
-0.0915049319727892,none,-0.9984580498866203,del,0.255419501133785,adv,0.4999999351351786,adv,-0.032382401534605,none,0.0082838701600151,none
-0.0908588401360521,none,-0.9984580498866168,del,0.2554195011337885,adv,0.506756692768487,adv,-0.0323824015346049,none,0.0082838701600153,none
-0.0902127482993186,none,-0.9984580498866203,del,0.2554195011337885,adv,0.5135134504017954,adv,-0.032382401534605,none,0.0082838701600153,none
-0.0902127482993186,none,-0.9984580498866203,del,0.2554195011337885,adv,0.5135134504017954,adv,-0.032382401534605,none,0.0082838701600153,none
-0.0895666564625852,none,-1.0913378684807231,del,0.2554195011337885,adv,0.5202702080351038,adv,-0.0353947179564286,none,0.0082838701600153,none
-0.0889205646258517,none,-1.1145578231292532,del,0.2554195011337832,adv,0.5270269656684121,adv,-0.0361477970618847,none,0.0082838701600151,none
-0.0889205646258517,none,-1.1145578231292532,del,0.2554195011337832,adv,0.5270269656684121,adv,-0.0361477970618847,none,0.0082838701600151,none
-0.0882744727891164,none,-1.1145578231292497,del,0.2554195011337867,adv,0.5337837233017206,adv,-0.0361477970618846,none,0.0082838701600153,none
-0.0876283809523847,none,-1.1145578231292532,del,0.2554195011337867,adv,0.540540480935029,adv,-0.0361477970618847,none,0.0082838701600153,none
-0.0869822891156495,none,-1.1145578231292532,del,0.2554195011337832,adv,0.5472972385683375,adv,-0.0361477970618848,none,0.008283870160015,none
-0.0863361972789107,none,-1.207437641723356,del,0.2554195011337867,adv,0.5540539962016457,adv,-0.0391601134837085,none,0.0082838701600151,none
-0.0863361972789107,none,-1.207437641723356,del,0.2554195011337867,adv,0.5540539962016457,adv,-0.0391601134837085,none,0.0082838701600151,none
-0.085690105442179,none,-1.207437641723356,del,0.2554195011337867,adv,0.5608107538349543,adv,-0.0391601134837085,none,0.0082838701600151,none
-0.0850440136054437,none,-1.207437641723356,del,0.2554195011337832,adv,0.5675675114682626,adv,-0.0391601134837084,none,0.0082838701600151,none
-0.0850440136054437,none,-1.207437641723356,del,0.2554195011337832,adv,0.5675675114682626,adv,-0.0391601134837084,none,0.0082838701600151,none
-0.0843979217687085,none,-1.2074376417233594,del,0.3250793650793611,adv,0.574324269101571,adv,-0.0391601134837085,none,0.0105431074763829,none
-0.0837518299319732,none,-1.207437641723356,del,0.3250793650793646,adv,0.5810810267348794,adv,-0.0391601134837084,none,0.010543107476383,none
