OnSet desviation,Nominal_OD
0.0,none
2.220446049250313e-16,none
0.1857596371882091,adv
0.2089795918367345,adv
0.2321995464852611,adv
0.3947392290249434,adv
0.3947392290249434,adv
0.2554195011337867,adv
0.2786394557823133,adv
0.3715192743764168,adv
0.3947392290249434,adv
0.5572789115646248,adv
0.5572789115646248,adv
0.4876190476190469,adv
0.7430385487528337,adv
0.6501587301587293,adv
1.0681179138322,adv
0.9287981859410426,adv
0.9287981859410426,adv
0.9287981859410426,adv
0.9287981859410426,adv
0.7430385487528337,adv
0.6037188208616762,adv
0.4876190476190469,adv
0.417959183673469,adv
0.417959183673469,adv
0.4643990929705186,adv
0.4643990929705186,adv
0.4643990929705222,adv
0.4643990929705222,adv
0.4643990929705222,adv
0.4643990929705186,adv
0.3947392290249443,adv
0.3947392290249443,adv
0.3947392290249443,adv
0.3947392290249443,adv
0.4179591836734673,adv
0.3482993197278929,adv
0.3482993197278929,adv
0.3250793650793646,adv
0.3250793650793646,adv
0.3250793650793646,adv
0.3482993197278929,adv
0.3482993197278894,adv
0.3482993197278894,adv
0.3482993197278929,adv
0.3482993197278929,adv
0.4643990929705204,adv
0.6501587301587293,adv
0.6501587301587293,adv
0.8126984126984134,adv
0.8126984126984134,adv
0.8126984126984134,adv
0.8126984126984098,adv
0.8126984126984134,adv
0.8126984126984134,adv
0.8126984126984134,adv
0.7430385487528319,adv
0.6965986394557788,adv
0.6269387755102045,adv
0.6269387755102045,adv
0.7198185941043072,adv
0.7198185941043072,adv
0.7198185941043072,adv
0.789478458049885,adv
0.8359183673469381,adv
0.8359183673469381,adv
0.8359183673469381,adv
0.8359183673469417,adv
0.8359183673469381,adv
0.8359183673469346,adv
0.8359183673469346,adv
1.021678004535147,adv
1.0448979591836751,adv
1.0448979591836751,adv
1.137777777777778,adv
1.137777777777778,adv
1.137777777777778,adv
1.2538775510204054,adv
1.323537414965983,adv
1.3235374149659869,adv
1.3235374149659869,adv
1.3235374149659869,adv
1.323537414965983,adv
1.3235374149659869,adv
1.3235374149659869,adv
1.323537414965983,adv
1.3235374149659904,adv
1.3235374149659904,adv
1.5092970521541955,adv
1.6950566893424046,adv
1.7647165532879825,adv
1.7647165532879825,adv
1.7647165532879825,adv
1.7647165532879825,adv
1.7647165532879825,adv
1.7647165532879825,adv
1.7647165532879825,adv
1.7647165532879825,adv
2.391655328798187,adv
2.391655328798187,adv
2.391655328798187,adv
2.391655328798187,adv
2.554195011337871,adv
2.5774149659863923,adv
2.5774149659863923,adv
2.5774149659863923,adv
2.5774149659863923,adv
2.5774149659863923,adv
2.5774149659863923,adv
2.5774149659863923,adv
2.5774149659863923,adv
2.693514739229027,adv
2.693514739229027,adv
2.693514739229027,adv
2.693514739229027,adv
2.693514739229027,adv
2.7631746031746047,adv
2.7631746031746047,adv
2.7631746031746047,adv
2.7631746031746047,adv
2.716734693877548,adv
2.716734693877548,adv
2.716734693877548,adv
2.716734693877548,adv
2.6702947845804985,adv
2.6702947845804985,adv
2.6702947845804985,adv
2.6702947845804985,adv
2.809614512471658,adv
2.879274376417232,adv
2.879274376417232,adv
2.879274376417232,adv
2.879274376417232,adv
2.9024943310657605,adv
2.9024943310657605,adv
2.9024943310657605,adv
2.9024943310657605,adv
3.04181405895692,adv
3.04181405895692,adv
3.04181405895692,adv
3.04181405895692,adv
3.784852607709748,adv
3.808072562358277,adv
3.808072562358277,adv
