OnSet desviation,Nominal_OD
0.0,none
0.9587298253968254,adv
1.2673009206349206,adv
2.2724706553287977,adv
2.581041750566893,adv
3.5862114852607707,adv
3.616143124716552,adv
4.830292451247167,adv
5.510382820861678,adv
6.004713553287982,adv
6.66158396825397,adv
7.29523442857143,adv
7.696685342403628,adv
8.423215621315192,adv
8.871106444444445,adv
9.551196814058956,adv
9.929427773242628,adv
10.339132821995465,adv
10.516638324263036,adv
10.5083841893424,adv
10.500130054421764,adv
10.352556191609976,adv
10.321082102040815,adv
10.196728193877547,adv
10.118814195011335,adv
10.119460286848073,adv
10.09688642403628,adv
10.09688642403628,adv
10.097532515873016,adv
10.098178607709748,adv
10.098178607709748,adv
10.098824699546482,adv
10.09947079138322,adv
10.09947079138322,adv
10.100116883219954,adv
10.077543020408164,adv
10.008529248299318,adv
9.962735430839002,adv
9.962735430839002,adv
9.963381522675736,adv
9.964027614512467,adv
9.964027614512467,adv
9.964673706349206,adv
9.96531979818594,adv
9.96531979818594,adv
9.849866116780042,adv
9.757632390022671,adv
9.61895875396825,adv
9.410625253968252,adv
9.410625253968252,adv
9.34161148185941,adv
9.342257573696145,adv
9.342257573696145,adv
9.34290366553288,adv
9.343549757369612,adv
9.343549757369612,adv
9.344195849206349,adv
9.344841941043082,adv
9.27582816893424,adv
9.276474260770971,adv
9.276474260770971,adv
9.277120352607708,adv
9.277766444444444,adv
9.277766444444444,adv
9.278412536281175,adv
9.279058628117912,adv
9.279058628117912,adv
9.279704719954648,adv
9.280350811791385,adv
9.280996903628118,adv
9.28164299546485,adv
9.28164299546485,adv
9.282289087301583,adv
9.28293517913832,adv
9.28293517913832,adv
9.283581270975056,adv
9.121687680272109,adv
9.121687680272109,adv
8.936574134920633,adv
8.797900498866213,adv
8.752106681405891,adv
8.75275277324263,adv
8.75275277324263,adv
8.753398865079365,adv
8.730825002267576,adv
8.730825002267576,adv
8.731471094104307,adv
8.732117185941043,adv
8.732117185941043,adv
8.732763277777774,adv
8.733409369614513,adv
9.059780918367348,adv
9.059780918367348,adv
9.059780918367348,adv
9.059780918367348,adv
9.061073102040815,adv
9.061073102040815,adv
9.061073102040815,adv
9.061073102040815,adv
10.153703154195014,adv
10.153703154195014,adv
10.153703154195014,adv
10.153703154195014,adv
10.15499533786848,adv
10.272387294784586,adv
10.272387294784586,adv
10.272387294784586,adv
10.272387294784586,adv
10.273679478458051,adv
10.273679478458051,adv
10.273679478458051,adv
10.273679478458051,adv
10.27497166213152,adv
10.27497166213152,adv
10.27497166213152,adv
10.27497166213152,adv
11.22828198639456,adv
11.299234034013608,adv
11.299234034013608,adv
11.299234034013608,adv
11.299234034013608,adv
11.88102508390023,adv
11.88102508390023,adv
11.88102508390023,adv
11.88102508390023,adv
11.905537222222222,adv
11.905537222222222,adv
11.905537222222222,adv
11.905537222222222,adv
12.394448453514736,adv
12.790479866213154,adv
12.790479866213154,adv
12.790479866213154,adv
12.790479866213154,adv
12.791772049886625,adv
12.791772049886625,adv
12.791772049886625,adv
12.791772049886625,adv
12.793064233560091,adv
12.793064233560091,adv
12.793064233560091,adv
12.793064233560091,adv
14.442973197278915,adv
14.445557564625853,adv
14.445557564625853,adv
