OnSet desviation,Nominal_OD
0.0,none
0.1692513673469388,adv
-0.0562364943310658,none
0.1362348276643987,adv
0.026846739229025,none
0.0335584240362814,none
0.0402701088435364,none
0.023761839002268,none
0.0304735238095235,none
0.0371852086167789,none
0.0438968934240371,none
0.027388623582766,none
0.0108803537414949,none
0.017592038548754,none
0.0010837687074829,none
0.0077954535147384,none
-0.0551527256235839,none
-0.0634068605442177,none
-0.0484410408163267,none
-0.0566951757369622,none
-0.0649493106575977,none
-0.2125231734693873,del
-0.2207773083900228,del
-0.2986913072562362,del
-0.2837254875283452,del
-0.28307939569161,del
-0.2824333038548765,del
-0.2824333038548765,del
-0.2817872120181413,del
-0.281141120181406,del
-0.281141120181406,del
-0.3269349376417239,del
-0.3262888458049904,del
-0.3262888458049904,del
-0.3256427539682534,del
-0.3482166167800447,del
-0.3475705249433112,del
-0.393364342403629,del
-0.393364342403629,del
-0.4159382052154203,del
-0.4152921133786869,del
-0.4152921133786869,del
-0.4146460215419498,del
-0.4139999297052146,del
-0.4139999297052146,del
-0.4133538378684811,del
-0.4359277006802742,del
-0.5049414727891168,del
-0.6900550181405869,del
-0.6900550181405869,del
-0.71262888095238,del
-0.7119827891156447,del
-0.7119827891156447,del
-0.8042165158730121,del
-0.8500103333333335,del
-0.8500103333333335,del
-0.8725841961451266,del
-0.8719381043083878,del
-0.9177319217687055,del
-0.9403057845804988,del
-0.9403057845804988,del
-0.939659692743767,del
-0.9390136009070248,del
-0.9390136009070248,del
-0.9615874637188178,del
-0.960941371882086,del
-0.960941371882086,del
-0.9602952800453508,del
-0.959649188208612,del
-1.0286629603174582,del
-1.1673365963718825,del
-1.1673365963718825,del
-1.166690504535147,del
-1.1660444126984115,del
-1.1660444126984115,del
-1.1653983208616765,del
-1.1647522290249412,del
-1.1647522290249412,del
-1.1641061371882095,del
-1.2098999546485238,del
-1.3021336814058948,del
-1.4640272721088436,del
-1.4640272721088436,del
-1.5330410442176827,del
-1.578834861678004,del
-1.578834861678004,del
-1.6246286791383184,del
-1.6239825873015867,del
-1.6239825873015867,del
-1.6233364954648517,del
-1.6691303129251691,del
-1.6678381292516988,del
-1.6678381292516988,del
-1.6678381292516988,del
-1.6678381292516988,del
-1.666545945578232,del
-1.666545945578232,del
-1.666545945578232,del
-1.666545945578232,del
-1.758133580498864,del
-1.758133580498864,del
-1.758133580498864,del
-1.758133580498864,del
-1.9658209886621272,del
-1.987748759637185,del
-1.987748759637185,del
-1.987748759637185,del
-1.987748759637185,del
-1.986456575963718,del
-1.986456575963718,del
-1.986456575963718,del
-1.986456575963718,del
-1.9851643922902475,del
-1.9851643922902475,del
-1.9851643922902475,del
-1.9851643922902475,del
-1.983872208616777,del
-2.0754598435374128,del
-2.0754598435374128,del
-2.0754598435374128,del
-2.0754598435374128,del
-2.074167659863946,del
-2.074167659863946,del
-2.074167659863946,del
-2.074167659863946,del
-2.258635113378684,del
-2.258635113378684,del
-2.258635113378684,del
-2.258635113378684,del
-2.327002793650795,del
-2.3953704739229025,del
-2.3953704739229025,del
-2.3953704739229025,del
-2.3953704739229025,del
-2.394078290249432,del
-2.394078290249432,del
-2.394078290249432,del
-2.394078290249432,del
-2.392786106575961,del
-2.392786106575961,del
-2.392786106575961,del
-2.392786106575961,del
-2.391493922902491,del
-0.6009730476190462,del
-0.6009730476190462,del
