OnSet desviation,Nominal_OD
0.0,none
0.2786394557823128,adv
0.1393197278911566,adv
-0.1857596371882088,del
-0.1857596371882088,del
-0.1857596371882088,del
-0.0464399092970522,none
0.0232199546485256,none
0.1857596371882088,adv
0.3250793650793646,adv
0.2786394557823133,adv
0.4876190476190469,adv
0.6965986394557833,adv
0.8591383219954656,adv
0.905578231292516,adv
0.9752380952380956,adv
1.1609977324263028,adv
1.3235374149659869,adv
1.3467573696145134,adv
1.3467573696145134,adv
1.4628571428571426,adv
1.439637188208616,adv
1.3931972789115648,adv
1.3931972789115648,adv
1.3931972789115648,adv
1.3931972789115648,adv
1.3931972789115648,adv
1.3931972789115648,adv
1.3931972789115648,adv
1.3931972789115648,adv
1.3931972789115648,adv
1.3003174603174603,adv
1.323537414965985,adv
1.323537414965985,adv
1.2770975056689338,adv
1.2770975056689338,adv
1.2770975056689338,adv
1.3003174603174603,adv
1.3003174603174603,adv
1.3235374149659886,adv
1.3235374149659869,adv
1.3235374149659869,adv
1.3235374149659869,adv
1.323537414965985,adv
1.323537414965985,adv
1.3235374149659869,adv
1.3235374149659869,adv
1.323537414965985,adv
1.416417233560093,adv
1.416417233560093,adv
1.4628571428571426,adv
1.4628571428571409,adv
1.4628571428571409,adv
1.3931972789115648,adv
1.3467573696145134,adv
1.3467573696145134,adv
1.3235374149659869,adv
1.36997732426304,adv
1.486077097505671,adv
1.4860770975056674,adv
1.4860770975056674,adv
1.4860770975056674,adv
1.486077097505671,adv
1.486077097505671,adv
1.5092970521541922,adv
1.5092970521541955,adv
1.5092970521541955,adv
1.5092970521541955,adv
1.5092970521541955,adv
1.5557369614512453,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.57895691609977,adv
1.57895691609977,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5325170068027203,adv
1.532517006802724,adv
1.532517006802724,adv
1.5325170068027203,adv
1.5325170068027203,adv
1.5325170068027203,adv
1.5325170068027203,adv
1.5325170068027203,adv
1.5325170068027203,adv
1.532517006802724,adv
1.300317460317462,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.5789569160997736,adv
1.6486167800453515,adv
1.6486167800453515,adv
1.6486167800453515,adv
1.6486167800453515,adv
1.6486167800453515,adv
1.6486167800453515,adv
1.6486167800453515,adv
1.6486167800453515,adv
1.6486167800453515,adv
1.6486167800453515,adv
1.6486167800453515,adv
1.6486167800453515,adv
1.8343764172335604,adv
2.020136054421769,adv
2.020136054421769,adv
2.020136054421769,adv
2.020136054421769,adv
2.1130158730158755,adv
2.1130158730158755,adv
2.1130158730158755,adv
2.1130158730158755,adv
2.113015873015872,adv
2.113015873015872,adv
2.113015873015872,adv
2.113015873015872,adv
2.205895691609978,adv
2.391655328798187,adv
2.391655328798187,adv
2.391655328798187,adv
2.391655328798187,adv
2.3916553287981834,adv
2.3916553287981834,adv
2.3916553287981834,adv
2.3916553287981834,adv
2.693514739229027,adv
2.693514739229027,adv
2.693514739229027,adv
2.693514739229027,adv
3.2275736961451216,adv
3.041814058956909,adv
3.041814058956909,adv
