Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff
0.0,0.9979166666666667,1.0,83.0,49.0,0.9287981859410431,0.9500347694633409,4/4,4,4,1,G,major,63.02400914634147,0.9287981859410431,0.28475665904667413
1.0,0.9979166666666667,1.0,79.0,49.0,1.8808163265306121,0.4634315948601665,4/4,4,4,1,G,major,129.19921874999994,1.2141493265306122,-0.20184651555650024
2.0,0.9979166666666667,1.0,83.0,49.0,2.345215419501134,0.9500347694633408,4/4,4,4,1,G,major,63.02400914634147,1.0118814195011339,0.284756659046674
3.0,0.9979166666666667,1.0,79.0,49.0,3.297233560090703,0.5097747543461828,4/4,4,4,1,G,major,117.45383522727275,1.2972325600907029,-0.15550335607048393
4.0,0.9979166666666667,1.0,81.0,49.0,3.8080725623582765,0.8341768707482998,4/4,4,4,1,G,major,71.77734374999996,1.1414045623582765,0.1688987603316331
5.0,0.9979166666666667,1.0,76.0,49.0,4.6439909297052155,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872,1.3106559297052156,0.006697702130573635
6.0,0.9979166666666667,1.0,81.0,49.0,5.317369614512471,0.7878337112622836,4/4,4,4,1,G,major,75.99954044117638,1.317367614512471,0.1225556008456169
7.0,0.9979166666666667,1.0,76.0,49.0,6.106848072562358,0.7878337112622825,4/4,4,4,1,G,major,75.99954044117649,1.4401790725623584,0.12255560084561579
8.0,0.9979166666666667,1.0,78.0,49.0,6.896326530612245,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872,1.562990530612245,0.006697702130573635
9.0,0.9979166666666667,1.0,74.0,49.0,7.569705215419501,0.741490551776267,4/4,4,4,1,G,major,80.74951171874989,1.5697022154195004,0.07621244135960026
10.0,1.9979166666666666,1.0,78.0,49.0,8.312743764172335,1.298962962962964,4/4,4,4,1,G,major,92.28515624999991,1.6460737641723355,-0.03298214745370265
11.0,0.9979166666666667,1.0,67.0,49.0,8.962902494331066,0.5329463340891896,4/4,4,4,1,G,major,112.34714673913079,1.6295654943310662,-0.13233177632747717
12.0,0.9979166666666667,1.0,76.0,49.0,9.496961451247165,0.8110052910052935,4/4,4,4,1,G,major,73.82812499999977,1.4969574512471642,0.14572718058862677
