Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff
0.0,0.9979166666666667,1.0,83.0,49.0,3.1811337868480725,1.0890642479213906,4/4,4,4,1,G,major,54.97839095744682,3.1811337868480725,0.4237861375047238
1.0,0.9979166666666667,1.0,79.0,49.0,4.272471655328798,0.6719758125472417,4/4,4,4,1,G,major,89.10290948275855,3.605804655328798,0.006697702130574967
2.0,0.9979166666666667,1.0,83.0,49.0,4.9458503401360545,0.9963779289493575,4/4,4,4,1,G,major,60.092659883720934,3.6125163401360547,0.33109981853269077
3.0,0.9979166666666667,1.0,79.0,49.0,5.944308390022676,0.7414905517762663,4/4,4,4,1,G,major,80.74951171874997,3.9443073900226757,0.07621244135959959
4.0,0.9979166666666667,1.0,81.0,49.0,6.6873469387755105,1.0890642479213912,4/4,4,4,1,G,major,54.978390957446784,4.020678938775511,0.4237861375047245
5.0,0.9979166666666667,1.0,76.0,49.0,7.778684807256236,0.7183189720332571,4/4,4,4,1,G,major,83.35433467741943,4.445349807256236,0.053040861616590385
6.0,0.9979166666666667,1.0,81.0,49.0,8.498503401360544,0.9500347694633418,4/4,4,4,1,G,major,63.024009146341406,4.498501401360544,0.284756659046675
7.0,0.9979166666666667,1.0,76.0,49.0,9.450521541950113,0.9500347694633404,4/4,4,4,1,G,major,63.0240091463415,4.783852541950114,0.2847566590466737
8.0,0.9979166666666667,1.0,78.0,49.0,10.402539682539683,0.8341768707482984,4/4,4,4,1,G,major,71.77734375000009,5.0692036825396825,0.16889876033163165
9.0,0.9979166666666667,1.0,74.0,49.0,11.23845804988662,0.9268631897203348,4/4,4,4,1,G,major,64.59960937499986,5.23845504988662,0.26158507930366803
10.0,1.9979166666666666,1.0,78.0,49.0,12.167256235827665,1.9484444444444406,4/4,4,4,1,G,major,61.52343750000012,5.500586235827665,0.616499334027774
11.0,0.9979166666666667,1.0,67.0,49.0,13.142494331065759,0.6719758125472421,4/4,4,4,1,G,major,89.10290948275848,5.809157331065759,0.006697702130575411
12.0,0.9979166666666667,1.0,76.0,49.0,13.815873015873017,1.204922146636435,4/4,4,4,1,G,major,49.692007211538346,5.815869015873016,0.5396440362197683
