Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo
0.0,0.9979166666666667,1.0,83.0,49.0,0.8591383219954648,1.0658926681783827,4/4,4,4,1,G,major,56.17357336956521
1.0,0.9979166666666667,1.0,79.0,49.0,1.9272562358276644,0.7183189720332578,4/4,4,4,1,G,major,83.35433467741935
2.0,0.9979166666666667,1.0,83.0,49.0,2.647074829931973,0.8805200302343158,4/4,4,4,1,G,major,67.9995888157895
3.0,0.9979166666666667,1.0,79.0,49.0,3.5294331065759637,0.6024610733182166,4/4,4,4,1,G,major,99.38401442307685
4.0,0.9979166666666667,1.0,81.0,49.0,4.133151927437642,0.973206349206349,4/4,4,4,1,G,major,61.523437500000014
5.0,0.9979166666666667,1.0,76.0,49.0,5.108390022675737,0.718318972033258,4/4,4,4,1,G,major,83.35433467741933
6.0,0.9979166666666667,1.0,81.0,49.0,5.828208616780046,0.7878337112622827,4/4,4,4,1,G,major,75.99954044117646
7.0,0.9979166666666667,1.0,76.0,49.0,6.617687074829932,0.7878337112622825,4/4,4,4,1,G,major,75.99954044117649
8.0,0.9979166666666667,1.0,78.0,49.0,7.4071655328798185,0.880520030234315,4/4,4,4,1,G,major,67.99958881578955
9.0,0.9979166666666667,1.0,74.0,49.0,8.289523809523809,0.8805200302343171,4/4,4,4,1,G,major,67.99958881578938
10.0,1.9979166666666666,1.0,78.0,49.0,9.1718820861678,1.7164867724867712,4/4,4,4,1,G,major,69.83741554054059
11.0,0.9979166666666667,1.0,67.0,49.0,10.031020408163265,0.6719758125472421,4/4,4,4,1,G,major,89.10290948275848
12.0,0.9979166666666667,1.0,76.0,49.0,10.704399092970522,0.8805200302343166,4/4,4,4,1,G,major,67.99958881578942
13.0,0.9979166666666667,1.0,72.0,49.0,11.586757369614512,0.7414905517762668,4/4,4,4,1,G,major,80.74951171874991
14.0,1.9979166666666666,1.0,76.0,49.0,12.329795918367347,2.1804021164021137,4/4,4,4,1,G,major,54.97839095744688
15.0,0.9979166666666667,1.0,62.0,49.0,13.421133786848072,0.7878337112622825,4/4,4,4,1,G,major,75.99954044117649
16.0,0.4979166666666667,1.0,76.0,49.0,14.210612244897959,0.3006016628873779,4/4,4,4,1,G,major,99.38401442307668
16.5,0.4979166666666667,1.0,72.0,54.0,14.512471655328799,0.2774784580498851,4/4,4,4,1,G,major,107.6660156250006
17.0,0.4979166666666667,1.0,67.0,60.0,14.79111111111111,0.18498563869992457,4/4,4,4,1,G,major,161.49902343749986
17.5,0.4979166666666667,1.0,62.0,65.0,14.97687074829932,0.18498563869992457,4/4,4,4,1,G,major,161.49902343749986
18.0,0.4979166666666667,1.0,67.0,71.0,14.97687074829932,0.18498563869992457,4/4,4,4,1,G,major,161.49902343749986
18.5,0.4979166666666667,1.0,62.0,76.0,14.97687074829932,0.2543552532123959,4/4,4,4,1,G,major,117.45383522727282
19.0,0.4979166666666667,1.0,57.0,82.0,15.232290249433106,0.09249281934996229,4/4,4,4,1,G,major,322.9980468749997
19.5,0.4979166666666667,1.0,58.0,88.0,15.32517006802721,0.3006016628873779,4/4,4,4,1,G,major,99.38401442307668
20.0,3.997916666666667,1.0,52.0,88.0,15.62702947845805,1.670965986394548,4/4,4,4,1,G,major,143.55468750000085
20.5,0.4979166666666667,1.0,71.0,88.0,15.836009070294784,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
21.0,0.9979166666666667,1.0,71.0,88.0,16.04498866213152,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996
21.0,0.4979166666666667,1.0,71.0,88.0,16.04498866213152,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085
21.5,0.4979166666666667,1.0,71.0,88.0,16.253968253968253,0.1387392290249425,4/4,4,4,1,G,major,215.33203125000125
22.0,0.9979166666666667,1.0,70.0,88.0,16.39328798185941,0.27805895691609817,4/4,4,4,1,G,major,215.33203125000125
22.0,0.4979166666666667,1.0,70.0,88.0,16.39328798185941,0.023123204837492778,4/4,4,4,1,G,major,1291.9921874998756
22.5,0.4979166666666667,1.0,71.0,88.0,16.416507936507937,0.06936961451247126,4/4,4,4,1,G,major,430.6640625000025
23.0,0.9979166666666667,1.0,71.0,88.0,16.486167800453515,0.13902947845804908,4/4,4,4,1,G,major,430.6640625000025
23.0,0.4979166666666667,1.0,71.0,88.0,16.486167800453515,0.1849856386999261,4/4,4,4,1,G,major,161.49902343749852
23.5,0.4979166666666667,1.0,71.0,88.0,16.671927437641724,0.18498563869992452,4/4,4,4,1,G,major,161.49902343749991
24.0,3.997916666666667,1.0,52.0,88.0,16.857687074829933,1.670965986394548,4/4,4,4,1,G,major,143.55468750000085
24.5,0.4979166666666667,1.0,71.0,88.0,17.066666666666666,0.1387392290249425,4/4,4,4,1,G,major,215.33203125000125
25.0,0.9979166666666667,1.0,70.0,88.0,17.205986394557822,0.27805895691609817,4/4,4,4,1,G,major,215.33203125000125
25.0,0.4979166666666667,1.0,70.0,88.0,17.205986394557822,0.11561602418745327,4/4,4,4,1,G,major,258.39843749999886
25.5,0.4979166666666667,1.0,71.0,88.0,17.322086167800453,0.1387392290249425,4/4,4,4,1,G,major,215.33203125000125
26.0,0.9979166666666667,1.0,69.0,88.0,17.46140589569161,0.27805895691609817,4/4,4,4,1,G,major,215.33203125000125
26.0,0.4979166666666667,1.0,69.0,88.0,17.46140589569161,0.09249281934996403,4/4,4,4,1,G,major,322.99804687499363
