Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff
0.0,0.9979166666666667,1.0,83.0,49.0,0.9984580498866213,0.7414905517762661,4/4,4,4,1,G,major,80.74951171875,0.9984580498866213,0.07621244135959937
1.0,0.9979166666666667,1.0,79.0,49.0,1.7414965986394557,0.39391685563114126,4/4,4,4,1,G,major,151.99908088235298,1.0748295986394556,-0.2713612547855255
2.0,0.9979166666666667,1.0,83.0,49.0,2.136235827664399,0.6719758125472411,4/4,4,4,1,G,major,89.10290948275862,0.8029018276643989,0.006697702130574412
3.0,0.9979166666666667,1.0,79.0,49.0,2.809614512471655,0.46343159486016655,4/4,4,4,1,G,major,129.19921874999991,0.809613512471655,-0.20184651555650018
4.0,0.9979166666666667,1.0,81.0,49.0,3.274013605442177,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586,0.6073456054421769,0.006697702130574523
5.0,0.9979166666666667,1.0,76.0,49.0,3.947392290249433,0.44026001511715795,4/4,4,4,1,G,major,135.99917763157896,0.6140572902494332,-0.22501809529950878
6.0,0.9979166666666667,1.0,81.0,49.0,4.388571428571429,0.6488042328042334,4/4,4,4,1,G,major,92.28515624999991,0.3885694285714285,-0.016473877612433352
7.0,0.9979166666666667,1.0,76.0,49.0,5.038730158730159,0.6488042328042325,4/4,4,4,1,G,major,92.28515625000004,0.3720611587301592,-0.01647387761243424
8.0,0.9979166666666667,1.0,78.0,49.0,5.688888888888889,0.5792894935752071,4/4,4,4,1,G,major,103.35937500000013,0.35555288888888903,-0.08598861684145964
9.0,0.9979166666666667,1.0,74.0,49.0,6.2693877551020405,0.6719758125472421,4/4,4,4,1,G,major,89.10290948275848,0.2693847551020401,0.006697702130575411
10.0,1.9979166666666666,1.0,78.0,49.0,6.942766439909297,0.8814391534391534,4/4,4,4,1,G,major,135.99917763157896,0.27609643990929733,-0.4505059569775133
11.0,0.9979166666666667,1.0,67.0,49.0,7.383945578231293,0.44026001511715707,4/4,4,4,1,G,major,135.99917763157922,0.05060857823129261,-0.22501809529950967
12.0,0.9979166666666667,1.0,76.0,49.0,7.825124716553288,0.5329463340891936,4/4,4,4,1,G,major,112.34714673912995,-0.174879283446713,-0.13233177632747317
13.0,0.9979166666666667,1.0,72.0,49.0,8.359183673469389,0.6488042328042316,4/4,4,4,1,G,major,92.28515625000017,-0.3074873265306106,-0.01647387761243513
14.0,1.9979166666666666,1.0,76.0,49.0,9.009342403628118,1.3453544973544957,4/4,4,4,1,G,major,89.10290948275872,-0.3239955963718817,0.013409386937829115
15.0,0.9979166666666667,1.0,62.0,49.0,9.682721088435374,0.6256326530612246,4/4,4,4,1,G,major,95.70312499999999,-0.3172839115646262,-0.039645457355442115
16.0,0.4979166666666667,1.0,76.0,49.0,10.309659863945578,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017,-0.35701213605442206,-0.008219742691799536
