Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff
0.0,0.9979166666666667,1.0,83.0,49.0,0.9287981859410431,0.811005291005291,4/4,4,4,1,G,major,73.828125,0.9287981859410431,0.14572718058862422
1.0,0.9979166666666667,1.0,79.0,49.0,1.7414965986394557,0.37074527588813333,4/4,4,4,1,G,major,161.49902343749986,1.0748295986394556,-0.2945328345285334
2.0,0.9979166666666667,1.0,83.0,49.0,2.1130158730158732,0.8110052910052907,4/4,4,4,1,G,major,73.82812500000003,0.7796818730158732,0.145727180588624
3.0,0.9979166666666667,1.0,79.0,49.0,2.9257142857142857,0.4866031746031749,4/4,4,4,1,G,major,123.04687499999991,0.9257132857142856,-0.1786749358134918
4.0,0.9979166666666667,1.0,81.0,49.0,3.4133333333333336,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586,0.7466653333333335,0.006697702130574523
5.0,0.9979166666666667,1.0,76.0,49.0,4.08671201814059,0.5329463340891905,4/4,4,4,1,G,major,112.34714673913061,0.7533770181405899,-0.13233177632747628
6.0,0.9979166666666667,1.0,81.0,49.0,4.620770975056689,0.6488042328042334,4/4,4,4,1,G,major,92.28515624999991,0.6207689750566887,-0.016473877612433352
7.0,0.9979166666666667,1.0,76.0,49.0,5.270929705215419,0.48660317460317465,4/4,4,4,1,G,major,123.046875,0.6042607052154194,-0.1786749358134921
8.0,0.9979166666666667,1.0,78.0,49.0,5.758548752834467,0.6256326530612246,4/4,4,4,1,G,major,95.70312499999999,0.4252127528344669,-0.039645457355442115
9.0,0.9979166666666667,1.0,74.0,49.0,6.3854875283446715,0.5561179138322,4/4,4,4,1,G,major,107.66601562499991,0.38548452834467106,-0.10916019658446674
10.0,1.9979166666666666,1.0,78.0,49.0,6.942766439909297,1.159788359788358,4/4,4,4,1,G,major,103.35937500000014,0.27609643990929733,-0.1721567506283086
11.0,0.9979166666666667,1.0,67.0,49.0,7.523265306122449,0.5561179138322001,4/4,4,4,1,G,major,107.66601562499989,0.18992830612244838,-0.10916019658446663
