0,40
28,70
57,99
86,128
114,149
143,190
172,201
200,247
229,269
258,290
287,320
315,342
344,372
373,397
401,427
430,454
459,483
473,497
488,511
502,520
516,520
531,528
545,542
559,556
574,571
583,580
592,589
592,589
601,598
610,607
610,607
619,616
628,625
628,625
637,634
645,642
654,651
663,660
663,660
672,669
681,678
681,678
690,697
699,706
699,706
708,715
717,724
726,733
735,742
735,742
744,751
753,760
753,760
762,769
771,778
771,778
780,787
789,796
798,805
807,814
807,814
816,823
825,832
825,832
834,841
843,852
843,852
852,862
861,871
870,880
879,889
879,889
888,898
897,907
897,907
906,916
915,929
915,929
924,949
933,958
942,965
951,974
951,974
960,983
968,991
968,991
977,1008
986,1017
986,1017
995,1026
1004,1044
1022,1075
1022,1075
1022,1075
1022,1075
1040,1093
1040,1093
1040,1093
1040,1093
1058,1111
1058,1111
1058,1111
1058,1111
1076,1129
1094,1147
1094,1147
1094,1147
1094,1147
1112,1165
1112,1165
1112,1165
1112,1165
1130,1183
1130,1183
1130,1183
1130,1183
1148,1209
1166,1227
1166,1227
1166,1227
1166,1227
1184,1245
1184,1245
1184,1245
1184,1245
1202,1263
1202,1263
1202,1263
1202,1263
1220,1292
1238,1310
1238,1310
1238,1310
1238,1310
1256,1328
1256,1328
1256,1328
1256,1328
1274,1366
1274,1366
1274,1366
1274,1366
1291,1398
1327,1553
1327,1553
