Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo
0.0,0.9979166666666667,1.0,83.0,49.0,0.7430385487528345,1.1122358276643995,4/4,4,4,1,G,major,53.83300781249998
1.0,0.9979166666666667,1.0,79.0,49.0,1.8575963718820863,0.48660317460317465,4/4,4,4,1,G,major,123.046875
2.0,0.9979166666666667,1.0,83.0,49.0,2.345215419501134,0.8805200302343158,4/4,4,4,1,G,major,67.9995888157895
3.0,0.9979166666666667,1.0,79.0,49.0,3.2275736961451247,0.6024610733182162,4/4,4,4,1,G,major,99.38401442307692
4.0,0.9979166666666667,1.0,81.0,49.0,3.8312925170068026,0.8805200302343161,4/4,4,4,1,G,major,67.99958881578947
5.0,0.9979166666666667,1.0,76.0,49.0,4.713650793650793,0.48660317460317465,4/4,4,4,1,G,major,123.046875
6.0,0.9979166666666667,1.0,81.0,49.0,5.201269841269841,0.69514739229025,4/4,4,4,1,G,major,86.13281249999993
7.0,0.9979166666666667,1.0,76.0,49.0,5.897868480725624,0.9036916099773237,4/4,4,4,1,G,major,66.25600961538467
8.0,0.9979166666666667,1.0,78.0,49.0,6.8034467120181406,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586
9.0,0.9979166666666667,1.0,74.0,49.0,7.476825396825397,0.7878337112622836,4/4,4,4,1,G,major,75.99954044117638
10.0,1.9979166666666666,1.0,78.0,49.0,8.266303854875284,1.391746031746031,4/4,4,4,1,G,major,86.13281250000004
11.0,0.9979166666666667,1.0,67.0,49.0,8.962902494331066,0.44026001511715795,4/4,4,4,1,G,major,135.99917763157896
12.0,0.9979166666666667,1.0,76.0,49.0,9.404081632653062,0.8805200302343166,4/4,4,4,1,G,major,67.99958881578942
13.0,0.9979166666666667,1.0,72.0,49.0,10.286439909297052,0.6256326530612246,4/4,4,4,1,G,major,95.70312499999999
14.0,1.9979166666666666,1.0,76.0,49.0,10.913378684807256,1.9020529100529089,4/4,4,4,1,G,major,63.0240091463415
15.0,0.9979166666666667,1.0,62.0,49.0,11.865396825396825,0.5329463340891912,4/4,4,4,1,G,major,112.34714673913044
16.0,0.4979166666666667,1.0,76.0,49.0,12.399455782312925,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017
16.5,0.4979166666666667,1.0,72.0,54.0,12.72453514739229,0.43934089191232045,4/4,4,4,1,G,major,67.99958881578948
17.0,0.4979166666666667,1.0,67.0,60.0,13.165714285714285,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017
17.5,0.4979166666666667,1.0,62.0,65.0,13.49079365079365,0.13873922902494432,4/4,4,4,1,G,major,215.33203124999847
18.0,0.4979166666666667,1.0,67.0,71.0,13.630113378684808,0.1387392290249433,4/4,4,4,1,G,major,215.33203125000003
18.5,0.4979166666666667,1.0,62.0,76.0,13.769433106575963,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017
19.0,0.4979166666666667,1.0,57.0,82.0,14.094512471655328,0.1156160241874533,4/4,4,4,1,G,major,258.39843749999875
19.5,0.4979166666666667,1.0,58.0,88.0,14.210612244897959,0.23123204837490482,4/4,4,4,1,G,major,129.1992187500004
20.0,3.997916666666667,1.0,52.0,88.0,14.44281179138322,0.9283144368858696,4/4,4,4,1,G,major,258.39843749999886
20.5,0.4979166666666667,1.0,71.0,88.0,14.55891156462585,0.09249281934996226,4/4,4,4,1,G,major,322.99804687499983
21.0,0.9979166666666667,1.0,71.0,88.0,14.651791383219955,0.1853726379440666,4/4,4,4,1,G,major,322.99804687499983
21.0,0.4979166666666667,1.0,71.0,88.0,14.651791383219955,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
21.5,0.4979166666666667,1.0,71.0,88.0,14.86077097505669,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085
22.0,0.9979166666666667,1.0,70.0,88.0,15.069750566893424,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085
22.0,0.4979166666666667,1.0,70.0,88.0,15.069750566893424,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
22.5,0.4979166666666667,1.0,71.0,88.0,15.27873015873016,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085
23.0,0.9979166666666667,1.0,71.0,88.0,15.487709750566893,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085
23.0,0.4979166666666667,1.0,71.0,88.0,15.487709750566893,0.2081088435374173,4/4,4,4,1,G,major,143.5546874999984
23.5,0.4979166666666667,1.0,71.0,88.0,15.696689342403628,0.18498563869992452,4/4,4,4,1,G,major,161.49902343749991
24.0,3.997916666666667,1.0,52.0,88.0,15.882448979591837,0.9283144368858554,4/4,4,4,1,G,major,258.39843750000284
24.5,0.4979166666666667,1.0,71.0,88.0,15.998548752834466,0.1387392290249425,4/4,4,4,1,G,major,215.33203125000125
25.0,0.9979166666666667,1.0,70.0,88.0,16.137868480725622,0.27805895691609817,4/4,4,4,1,G,major,215.33203125000125
