0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
1,50
2,51
3,52
4,53
5,54
6,55
7,56
8,57
9,58
10,59
11,60
12,61
12,62
12,63
12,64
12,65
12,66
12,67
12,68
12,69
12,70
12,71
12,72
12,73
12,74
12,75
12,76
13,77
14,78
15,79
16,80
17,81
18,82
19,83
20,84
21,85
22,86
23,87
24,88
25,89
26,90
27,91
28,92
29,93
30,94
31,95
31,96
32,97
33,98
34,99
35,100
36,101
37,102
38,103
39,104
40,105
41,106
42,107
43,108
44,109
45,110
46,111
47,112
48,113
48,114
49,115
49,116
50,117
50,118
51,119
51,120
52,121
53,122
53,123
54,124
55,125
56,126
56,127
57,128
58,129
59,130
60,131
61,132
61,133
62,134
63,135
64,136
65,137
66,138
67,139
68,140
69,141
70,142
71,143
72,144
73,145
73,146
73,147
73,148
73,149
73,150
73,151
73,152
73,153
73,154
73,155
73,156
74,157
75,158
76,159
77,160
78,161
79,162
80,163
81,164
81,165
82,166
83,167
84,168
85,169
86,170
87,171
88,172
89,173
89,174
90,175
91,176
92,177
93,178
93,179
94,180
94,181
95,182
95,183
96,184
97,185
98,186
99,187
100,188
101,189
102,190
103,191
104,192
105,193
106,194
107,195
108,196
109,197
110,198
111,199
112,200
113,201
114,202
115,203
116,204
117,205
118,206
119,207
120,208
121,209
122,210
123,211
124,212
125,213
126,214
127,215
128,216
129,217
130,218
130,219
130,220
130,221
130,222
130,223
130,224
130,225
130,226
130,227
130,228
130,229
130,230
130,231
130,232
130,233
130,234
130,235
130,236
130,237
130,238
130,239
130,240
130,241
130,242
130,243
131,244
131,245
132,246
133,247
134,248
135,249
136,250
137,251
138,252
139,253
140,254
141,255
142,256
143,257
144,258
145,259
146,260
147,261
148,262
149,263
150,264
151,265
152,266
153,267
154,268
155,269
156,270
157,271
158,272
159,273
160,274
161,275
162,276
163,277
164,278
164,279
164,280
165,281
166,282
166,283
167,284
167,285
168,286
169,287
170,288
171,289
172,290
173,291
174,292
175,293
176,294
177,295
178,296
179,297
180,298
181,299
182,300
183,301
184,302
185,303
186,304
187,305
188,306
189,307
189,308
189,309
189,310
190,311
190,312
190,313
190,314
190,315
190,316
191,317
191,318
191,319
192,320
193,321
193,322
194,323
195,324
196,325
196,326
197,327
198,328
198,329
199,330
200,331
201,332
201,333
202,334
202,335
203,336
204,337
204,338
205,339
205,340
206,341
206,342
207,343
207,344
208,345
208,346
209,347
209,348
210,349
210,350
210,351
210,352
210,353
210,354
211,355
212,356
213,357
214,358
215,359
216,360
217,361
218,362
219,363
220,364
221,365
222,366
223,367
224,368
225,369
226,370
227,371
228,372
229,373
230,374
231,375
232,376
233,377
233,378
234,379
234,380
235,381
235,382
236,383
236,384
236,385
236,386
236,387
236,388
236,389
237,390
238,391
239,392
240,393
241,394
242,395
243,396
244,397
245,398
246,399
247,400
248,401
249,402
250,403
251,404
252,405
253,406
254,407
255,408
256,409
257,410
258,411
259,412
260,413
261,414
262,415
263,416
264,417
264,418
265,419
265,420
266,421
267,422
268,423
269,424
270,425
271,426
272,427
273,428
274,429
275,430
276,431
277,432
277,433
277,434
277,435
277,436
278,437
278,438
278,439
279,440
279,441
280,442
280,443
281,444
282,445
282,446
283,447
283,448
284,449
284,450
285,451
286,452
286,453
287,454
287,455
287,456
288,457
288,458
288,459
289,460
289,461
289,462
289,463
289,464
289,465
289,466
289,467
290,468
291,469
292,470
293,471
294,472
295,473
296,474
297,475
298,476
299,477
300,478
301,479
302,480
303,481
304,482
305,483
306,484
307,485
308,486
309,487
310,488
311,489
312,490
313,491
314,492
315,493
316,494
317,495
318,496
319,497
320,498
321,499
322,500
323,501
324,502
325,503
326,504
327,505
328,506
329,507
330,508
331,509
332,510
332,511
332,512
333,513
333,514
333,515
334,516
334,517
335,518
336,519
337,520
338,521
339,522
339,523
340,524
341,525
342,526
343,527
344,528
345,529
346,530
347,531
348,532
349,533
350,534
350,535
351,536
352,537
353,538
353,539
354,540
354,541
355,542
355,543
355,544
355,545
355,546
355,547
355,548
355,549
