Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo
0.0,0.9979166666666667,1.0,83.0,49.0,0.8126984126984127,0.9036916099773243,4/4,4,4,1,G,major,66.25600961538461
1.0,0.9979166666666667,1.0,79.0,49.0,1.7182766439909296,0.5329463340891913,4/4,4,4,1,G,major,112.34714673913042
2.0,0.9979166666666667,1.0,83.0,49.0,2.2523356009070294,0.8341768707482995,4/4,4,4,1,G,major,71.77734374999999
3.0,0.9979166666666667,1.0,79.0,49.0,3.0882539682539685,0.5561179138321996,4/4,4,4,1,G,major,107.666015625
4.0,0.9979166666666667,1.0,81.0,49.0,3.645532879818594,0.7646621315192743,4/4,4,4,1,G,major,78.30255681818183
5.0,0.9979166666666667,1.0,76.0,49.0,4.4117913832199545,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586
6.0,0.9979166666666667,1.0,81.0,49.0,5.085170068027211,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586
7.0,0.9979166666666667,1.0,76.0,49.0,5.758548752834467,0.6951473922902491,4/4,4,4,1,G,major,86.13281250000004
8.0,0.9979166666666667,1.0,78.0,49.0,6.455147392290249,0.6488042328042325,4/4,4,4,1,G,major,92.28515625000004
9.0,0.9979166666666667,1.0,74.0,49.0,7.1053061224489795,0.7878337112622836,4/4,4,4,1,G,major,75.99954044117638
10.0,1.9979166666666666,1.0,78.0,49.0,7.894784580498866,1.2525714285714287,4/4,4,4,1,G,major,95.70312499999999
11.0,0.9979166666666667,1.0,67.0,49.0,8.52172335600907,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872
12.0,0.9979166666666667,1.0,76.0,49.0,9.195102040816327,0.6256326530612263,4/4,4,4,1,G,major,95.70312499999973
13.0,0.9979166666666667,1.0,72.0,49.0,9.822040816326531,0.6024610733182159,4/4,4,4,1,G,major,99.38401442307698
14.0,1.9979166666666666,1.0,76.0,49.0,10.425759637188209,1.5309206349206337,4/4,4,4,1,G,major,78.30255681818188
15.0,0.9979166666666667,1.0,62.0,49.0,11.19201814058957,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872
16.0,0.4979166666666667,1.0,76.0,49.0,11.865396825396825,0.3468480725623581,4/4,4,4,1,G,major,86.13281250000004
16.5,0.4979166666666667,1.0,72.0,54.0,12.213696145124716,0.3468480725623581,4/4,4,4,1,G,major,86.13281250000004
17.0,0.4979166666666667,1.0,67.0,60.0,12.561995464852608,0.3006016628873779,4/4,4,4,1,G,major,99.38401442307668
17.5,0.4979166666666667,1.0,62.0,65.0,12.863854875283447,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017
18.0,0.4979166666666667,1.0,67.0,71.0,13.188934240362812,0.27747845804988835,4/4,4,4,1,G,major,107.66601562499933
18.5,0.4979166666666667,1.0,62.0,76.0,13.467573696145125,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017
19.0,0.4979166666666667,1.0,57.0,82.0,13.79265306122449,0.3006016628873761,4/4,4,4,1,G,major,99.38401442307728
