Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo
0.0,0.9979166666666667,1.0,83.0,49.0,0.7894784580498866,0.9732063492063493,4/4,4,4,1,G,major,61.5234375
1.0,0.9979166666666667,1.0,79.0,49.0,1.7647165532879818,0.509774754346183,4/4,4,4,1,G,major,117.45383522727269
2.0,0.9979166666666667,1.0,83.0,49.0,2.2755555555555556,0.7646621315192744,4/4,4,4,1,G,major,78.30255681818181
3.0,0.9979166666666667,1.0,79.0,49.0,3.0418140589569163,0.5097747543461828,4/4,4,4,1,G,major,117.45383522727275
4.0,0.9979166666666667,1.0,81.0,49.0,3.5526530612244898,0.9268631897203331,4/4,4,4,1,G,major,64.59960937499996
5.0,0.9979166666666667,1.0,76.0,49.0,4.481451247165533,0.5329463340891905,4/4,4,4,1,G,major,112.34714673913061
6.0,0.9979166666666667,1.0,81.0,49.0,5.015510204081632,0.718318972033259,4/4,4,4,1,G,major,83.3543346774192
7.0,0.9979166666666667,1.0,76.0,49.0,5.735328798185941,0.5097747543461826,4/4,4,4,1,G,major,117.4538352272728
8.0,0.9979166666666667,1.0,78.0,49.0,6.246167800453515,0.7646621315192739,4/4,4,4,1,G,major,78.30255681818187
9.0,0.9979166666666667,1.0,74.0,49.0,7.012426303854875,0.6024610733182166,4/4,4,4,1,G,major,99.38401442307685
10.0,1.9979166666666666,1.0,78.0,49.0,7.616145124716553,1.2061798941798934,4/4,4,4,1,G,major,99.38401442307699
11.0,0.9979166666666667,1.0,67.0,49.0,8.219863945578231,0.5792894935752071,4/4,4,4,1,G,major,103.35937500000013
12.0,0.9979166666666667,1.0,76.0,49.0,8.800362811791382,0.7183189720332599,4/4,4,4,1,G,major,83.3543346774191
13.0,0.9979166666666667,1.0,72.0,49.0,9.520181405895691,0.6488042328042334,4/4,4,4,1,G,major,92.28515624999991
14.0,1.9979166666666666,1.0,76.0,49.0,10.170340136054422,1.3453544973544957,4/4,4,4,1,G,major,89.10290948275872
15.0,0.9979166666666667,1.0,62.0,49.0,10.843718820861678,0.48660317460317376,4/4,4,4,1,G,major,123.04687500000021
16.0,0.4979166666666667,1.0,76.0,49.0,11.331337868480725,0.5549569160997737,4/4,4,4,1,G,major,53.83300781249995
16.5,0.4979166666666667,1.0,72.0,54.0,11.888616780045352,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017
17.0,0.4979166666666667,1.0,67.0,60.0,12.213696145124716,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017
17.5,0.4979166666666667,1.0,62.0,65.0,12.538775510204081,0.1156160241874533,4/4,4,4,1,G,major,258.39843749999875
18.0,0.4979166666666667,1.0,67.0,71.0,12.654875283446712,0.04624640967498051,4/4,4,4,1,G,major,645.9960937500083
18.5,0.4979166666666667,1.0,62.0,76.0,12.701315192743763,0.2312320483749066,4/4,4,4,1,G,major,129.19921874999937
19.0,0.4979166666666667,1.0,57.0,82.0,12.933514739229025,0.27747845804988686,4/4,4,4,1,G,major,107.6660156249999
19.5,0.4979166666666667,1.0,58.0,88.0,13.212154195011339,0.23123204837490482,4/4,4,4,1,G,major,129.1992187500004
20.0,3.997916666666667,1.0,52.0,88.0,13.444353741496599,1.6709659863945625,4/4,4,4,1,G,major,143.5546874999996
20.5,0.4979166666666667,1.0,71.0,88.0,13.653333333333334,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085
21.0,0.9979166666666667,1.0,71.0,88.0,13.862312925170068,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085
21.0,0.4979166666666667,1.0,71.0,88.0,13.862312925170068,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
21.5,0.4979166666666667,1.0,71.0,88.0,14.071292517006803,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085
22.0,0.9979166666666667,1.0,70.0,88.0,14.280272108843537,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085
22.0,0.4979166666666667,1.0,70.0,88.0,14.280272108843537,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
22.5,0.4979166666666667,1.0,71.0,88.0,14.489251700680272,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085
23.0,0.9979166666666667,1.0,71.0,88.0,14.698231292517006,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085
23.0,0.4979166666666667,1.0,71.0,88.0,14.698231292517006,0.2081088435374173,4/4,4,4,1,G,major,143.5546874999984
23.5,0.4979166666666667,1.0,71.0,88.0,14.907210884353741,0.18498563869992452,4/4,4,4,1,G,major,161.49902343749991
24.0,3.997916666666667,1.0,52.0,88.0,15.09297052154195,1.1139773242630322,4/4,4,4,1,G,major,215.33203125000122
24.5,0.4979166666666667,1.0,71.0,88.0,15.232290249433106,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
25.0,0.9979166666666667,1.0,70.0,88.0,15.441269841269841,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996
25.0,0.4979166666666667,1.0,70.0,88.0,15.441269841269841,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085
25.5,0.4979166666666667,1.0,71.0,88.0,15.650249433106575,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
26.0,0.9979166666666667,1.0,69.0,88.0,15.85922902494331,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996
26.0,0.4979166666666667,1.0,69.0,88.0,15.85922902494331,0.3006016628873778,4/4,4,4,1,G,major,99.38401442307672
26.5,0.4979166666666667,1.0,71.0,88.0,16.16108843537415,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
27.0,0.9979166666666667,1.0,67.0,88.0,16.370068027210884,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996
27.0,0.4979166666666667,1.0,67.0,88.0,16.370068027210884,0.18498563869992293,4/4,4,4,1,G,major,161.4990234375013
27.5,0.4979166666666667,1.0,71.0,88.0,16.555827664399093,0.13873922902494132,4/4,4,4,1,G,major,215.3320312500031
28.0,3.997916666666667,1.0,52.0,88.0,16.69514739229025,0.7426515495087134,4/4,4,4,1,G,major,322.9980468749909
28.5,0.4979166666666667,1.0,71.0,88.0,16.788027210884355,0.046246409674978874,4/4,4,4,1,G,major,645.9960937500312
29.0,0.9979166666666667,1.0,71.0,88.0,16.834467120181404,0.09268631897202878,4/4,4,4,1,G,major,645.9960937500313
29.0,0.4979166666666667,1.0,71.0,88.0,16.834467120181404,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
29.5,0.4979166666666667,1.0,71.0,88.0,17.04344671201814,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
30.0,0.9979166666666667,1.0,70.0,88.0,17.252426303854875,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996
30.0,0.4979166666666667,1.0,70.0,88.0,17.252426303854875,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
30.5,0.4979166666666667,1.0,71.0,88.0,17.46140589569161,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
31.0,0.9979166666666667,1.0,71.0,88.0,17.670385487528346,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996
31.0,0.4979166666666667,1.0,71.0,88.0,17.670385487528346,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205
31.5,0.4979166666666667,1.0,71.0,88.0,17.87936507936508,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
32.0,3.997916666666667,1.0,52.0,88.0,18.088344671201813,1.4853030990173983,4/4,4,4,1,G,major,161.49902343749852
32.5,0.4979166666666667,1.0,71.0,88.0,18.274104308390022,0.1618624338624339,4/4,4,4,1,G,major,184.57031249999994
33.0,0.9979166666666667,1.0,74.0,88.0,18.436643990929706,0.32440211640211647,4/4,4,4,1,G,major,184.57031249999997
33.0,0.4979166666666667,1.0,74.0,88.0,18.436643990929706,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205
33.5,0.4979166666666667,1.0,71.0,88.0,18.64562358276644,0.2081088435374191,4/4,4,4,1,G,major,143.55468749999716
34.0,0.9979166666666667,1.0,73.0,88.0,18.854603174603174,0.4170884353741579,4/4,4,4,1,G,major,143.5546874999972
34.0,0.4979166666666667,1.0,73.0,88.0,18.854603174603174,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
34.5,0.4979166666666667,1.0,71.0,88.0,19.06358276643991,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205
35.0,0.9979166666666667,1.0,72.0,88.0,19.272562358276645,0.4170884353741437,4/4,4,4,1,G,major,143.55468750000205
35.0,0.4979166666666667,1.0,72.0,88.0,19.272562358276645,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
35.5,0.4979166666666667,1.0,71.0,88.0,19.481541950113378,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
36.0,3.997916666666667,1.0,57.0,88.0,19.690521541950112,1.113977324263051,4/4,4,4,1,G,major,215.33203124999758
36.5,0.4979166666666667,1.0,76.0,88.0,19.82984126984127,0.18498563869992293,4/4,4,4,1,G,major,161.4990234375013
37.0,0.9979166666666667,1.0,72.0,88.0,20.01560090702948,0.37074527588813005,4/4,4,4,1,G,major,161.4990234375013
37.0,0.4979166666666667,1.0,72.0,88.0,20.01560090702948,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
37.5,0.4979166666666667,1.0,76.0,88.0,20.224580498866214,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
38.0,0.9979166666666667,1.0,71.0,88.0,20.433560090702947,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996
38.0,0.4979166666666667,1.0,71.0,88.0,20.433560090702947,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205
38.5,0.4979166666666667,1.0,76.0,88.0,20.64253968253968,0.2081088435374191,4/4,4,4,1,G,major,143.55468749999716
39.0,0.9979166666666667,1.0,72.0,88.0,20.851519274376418,0.4170884353741579,4/4,4,4,1,G,major,143.5546874999972
39.0,0.4979166666666667,1.0,72.0,88.0,20.851519274376418,0.231232048374901,4/4,4,4,1,G,major,129.19921875000253
39.5,0.4979166666666667,1.0,76.0,88.0,21.083718820861677,0.2081088435374191,4/4,4,4,1,G,major,143.55468749999716
40.0,3.997916666666667,1.0,57.0,88.0,21.292698412698414,1.485303099017373,4/4,4,4,1,G,major,161.49902343750128
40.5,0.4979166666666667,1.0,76.0,83.0,21.478458049886623,0.046246409674978874,4/4,4,4,1,G,major,645.9960937500312
41.0,0.9979166666666667,1.0,76.0,77.0,21.524897959183672,0.09268631897202878,4/4,4,4,1,G,major,645.9960937500313
41.0,0.4979166666666667,1.0,76.0,77.0,21.524897959183672,0.023123204837492972,4/4,4,4,1,G,major,1291.992187499865
41.5,0.4979166666666667,1.0,76.0,72.0,21.5481179138322,0.06936961451247066,4/4,4,4,1,G,major,430.6640625000062
42.0,0.9979166666666667,1.0,75.0,66.0,21.61777777777778,0.13902947845804786,4/4,4,4,1,G,major,430.6640625000063
42.0,0.4979166666666667,1.0,75.0,66.0,21.61777777777778,0.09249281934996129,4/4,4,4,1,G,major,322.9980468750032
42.5,0.4979166666666667,1.0,76.0,61.0,21.71065759637188,0.18498563869992293,4/4,4,4,1,G,major,161.4990234375013
43.0,0.9979166666666667,1.0,76.0,55.0,21.89641723356009,0.37074527588813005,4/4,4,4,1,G,major,161.4990234375013
43.0,0.4979166666666667,1.0,76.0,55.0,21.89641723356009,0.2081088435374191,4/4,4,4,1,G,major,143.55468749999716
43.5,0.4979166666666667,1.0,76.0,49.0,22.105396825396827,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205
44.0,3.997916666666667,1.0,52.0,49.0,22.31437641723356,3.7132577475434503,4/4,4,4,1,G,major,64.5996093750002
45.0,0.9979166666666667,1.0,79.0,49.0,23.2431746031746,0.9268631897203295,4/4,4,4,1,G,major,64.59960937500021
