Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff
0.0,0.9979166666666667,1.0,83.0,49.0,0.9287981859410431,0.9963779289493575,4/4,4,4,1,G,major,60.092659883720934,0.9287981859410431,0.33109981853269077
1.0,0.9979166666666667,1.0,79.0,49.0,1.9272562358276644,0.5561179138321996,4/4,4,4,1,G,major,107.666015625,1.2605892358276645,-0.10916019658446718
2.0,0.9979166666666667,1.0,83.0,49.0,2.48453514739229,0.8341768707482995,4/4,4,4,1,G,major,71.77734374999999,1.15120114739229,0.16889876033163276
3.0,0.9979166666666667,1.0,79.0,49.0,3.320453514739229,0.5329463340891912,4/4,4,4,1,G,major,112.34714673913044,1.320452514739229,-0.1323317763274755
4.0,0.9979166666666667,1.0,81.0,49.0,3.8545124716553287,0.7878337112622831,4/4,4,4,1,G,major,75.99954044117642,1.1878444716553287,0.12255560084561634
5.0,0.9979166666666667,1.0,76.0,49.0,4.6439909297052155,0.5792894935752071,4/4,4,4,1,G,major,103.35937500000013,1.3106559297052156,-0.08598861684145964
6.0,0.9979166666666667,1.0,81.0,49.0,5.224489795918367,0.6488042328042334,4/4,4,4,1,G,major,92.28515624999991,1.2244877959183667,-0.016473877612433352
7.0,0.9979166666666667,1.0,76.0,49.0,5.874648526077097,0.6488042328042325,4/4,4,4,1,G,major,92.28515625000004,1.2079795260770974,-0.01647387761243424
8.0,0.9979166666666667,1.0,78.0,49.0,6.524807256235827,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586,1.1914712562358272,0.006697702130574523
9.0,0.9979166666666667,1.0,74.0,49.0,7.198185941043084,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586,1.1981829410430835,0.006697702130574523
10.0,1.9979166666666666,1.0,78.0,49.0,7.87156462585034,1.298962962962964,4/4,4,4,1,G,major,92.28515624999991,1.20489462585034,-0.03298214745370265
11.0,0.9979166666666667,1.0,67.0,49.0,8.52172335600907,0.5097747543461826,4/4,4,4,1,G,major,117.4538352272728,1.1883863560090706,-0.15550335607048416
12.0,0.9979166666666667,1.0,76.0,49.0,9.032562358276644,0.6488042328042334,4/4,4,4,1,G,major,92.28515624999991,1.0325583582766438,-0.016473877612433352
13.0,0.9979166666666667,1.0,72.0,49.0,9.682721088435374,0.6951473922902491,4/4,4,4,1,G,major,86.13281250000004,1.0160500884353745,0.0298692818735824
14.0,1.9979166666666666,1.0,76.0,49.0,10.379319727891156,1.3453544973544993,4/4,4,4,1,G,major,89.10290948275848,1.0459817278911565,0.013409386937832668
15.0,0.9979166666666667,1.0,62.0,49.0,11.052698412698414,0.6951473922902474,4/4,4,4,1,G,major,86.13281250000026,1.0526934126984138,0.029869281873580622
16.0,0.4979166666666667,1.0,76.0,49.0,11.749297052154194,0.4162176870748312,4/4,4,4,1,G,major,71.77734374999979,1.082625052154194,0.08427307665816453
16.5,0.4979166666666667,1.0,72.0,54.0,12.167256235827665,0.3468480725623581,4/4,4,4,1,G,major,86.13281250000004,1.1672507358276647,0.014903462145691437
17.0,0.4979166666666667,1.0,67.0,60.0,12.515555555555556,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017,1.1822165555555557,-0.008219742691799536
17.5,0.4979166666666667,1.0,62.0,65.0,12.84063492063492,0.16186243386243357,4/4,4,4,1,G,major,184.57031250000034,1.1739624206349202,-0.1700821765542331
18.0,0.4979166666666667,1.0,67.0,71.0,13.003174603174603,0.04624640967498051,4/4,4,4,1,G,major,645.9960937500083,1.0031686031746023,-0.28569820074168617
18.5,0.4979166666666667,1.0,62.0,76.0,13.049614512471654,0.25435525321239766,4/4,4,4,1,G,major,117.453835227272,0.7162750124716553,-0.07758935720426902
19.0,0.4979166666666667,1.0,57.0,82.0,13.305034013605443,0.20810884353741382,4/4,4,4,1,G,major,143.5546875000008,0.6383610136054436,-0.12383576687925285
19.5,0.4979166666666667,1.0,58.0,88.0,13.514013605442177,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017,0.5140071054421771,-0.008219742691799536
20.0,3.997916666666667,1.0,52.0,88.0,13.839092970521541,1.6709659863945625,4/4,4,4,1,G,major,143.5546874999996,0.5057529705215416,0.00516604264456233
20.5,0.4979166666666667,1.0,71.0,88.0,14.048072562358277,0.43934089191232034,4/4,4,4,1,G,major,67.9995888157895,0.5063990623582768,0.23187544816232034
21.0,0.9979166666666667,1.0,71.0,88.0,14.489251700680272,0.8805200302343156,4/4,4,4,1,G,major,67.99958881578951,0.7392447006802723,0.4647210864843156
21.0,0.4979166666666667,1.0,71.0,88.0,14.489251700680272,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085,0.7392447006802723,0.0006433997874137343
21.5,0.4979166666666667,1.0,71.0,88.0,14.698231292517006,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,0.7398907925170057,0.0006433997874155384
22.0,0.9979166666666667,1.0,70.0,88.0,14.907210884353741,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,0.740536884353741,0.001289491624150818
22.0,0.4979166666666667,1.0,70.0,88.0,14.907210884353741,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,0.740536884353741,0.0006433997874155384
22.5,0.4979166666666667,1.0,71.0,88.0,15.116190476190477,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085,0.7411829761904762,0.0006433997874137343
23.0,0.9979166666666667,1.0,71.0,88.0,15.32517006802721,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,0.7418290680272097,0.0012894916241472099
23.0,0.4979166666666667,1.0,71.0,88.0,15.32517006802721,0.2081088435374173,4/4,4,4,1,G,major,143.5546874999984,0.7418290680272097,0.000643399787417287
23.5,0.4979166666666667,1.0,71.0,88.0,15.534149659863946,0.18498563869992452,4/4,4,4,1,G,major,161.49902343749991,0.7424751598639467,-0.02247980505007549
24.0,3.997916666666667,1.0,52.0,88.0,15.719909297052155,2.5992804232804176,4/4,4,4,1,G,major,92.2851562500002,0.7199012970521554,0.9334804795304175
24.5,0.4979166666666667,1.0,71.0,88.0,16.04498866213152,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085,0.8366471621315199,0.0006433997874137343
25.0,0.9979166666666667,1.0,70.0,88.0,16.253968253968253,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,0.8372932539682534,0.0012894916241472099
25.0,0.4979166666666667,1.0,70.0,88.0,16.253968253968253,0.2081088435374173,4/4,4,4,1,G,major,143.5546874999984,0.8372932539682534,0.000643399787417287
25.5,0.4979166666666667,1.0,71.0,88.0,16.46294784580499,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085,0.8379393458049904,0.0006433997874137343
26.0,0.9979166666666667,1.0,69.0,88.0,16.671927437641724,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,0.8385854376417239,0.0012894916241472099
26.0,0.4979166666666667,1.0,69.0,88.0,16.671927437641724,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085,0.8385854376417239,0.0006433997874137343
26.5,0.4979166666666667,1.0,71.0,88.0,16.880907029478458,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,0.8392315294784574,0.0006433997874155384
27.0,0.9979166666666667,1.0,67.0,88.0,17.08988662131519,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,0.8398776213151926,0.001289491624150818
27.0,0.4979166666666667,1.0,67.0,88.0,17.08988662131519,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,0.8398776213151926,0.0006433997874155384
27.5,0.4979166666666667,1.0,71.0,88.0,17.29886621315193,0.208108843537412,4/4,4,4,1,G,major,143.55468750000205,0.8405237131519279,0.0006433997874119857
28.0,3.997916666666667,1.0,52.0,88.0,17.507845804988662,1.6709659863945625,4/4,4,4,1,G,major,143.5546874999996,0.8411698049886596,0.00516604264456233
28.5,0.4979166666666667,1.0,71.0,88.0,17.716825396825396,0.2081088435374191,4/4,4,4,1,G,major,143.55468749999716,0.8418158968253948,0.0006433997874190911
