Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff
0.0,0.9979166666666667,1.0,83.0,49.0,0.8359183673469388,0.6488042328042329,4/4,4,4,1,G,major,92.28515624999999,0.8359183673469388,-0.016473877612433796
1.0,0.9979166666666667,1.0,79.0,49.0,1.486077097505669,0.41708843537414964,4/4,4,4,1,G,major,143.5546875,0.819410097505669,-0.2481896750425171
2.0,0.9979166666666667,1.0,83.0,49.0,1.9040362811791383,0.5097747543461831,4/4,4,4,1,G,major,117.45383522727268,0.5707022811791382,-0.1555033560704836
3.0,0.9979166666666667,1.0,79.0,49.0,2.414875283446712,0.4866031746031745,4/4,4,4,1,G,major,123.04687500000003,0.41487428344671207,-0.17867493581349225
4.0,0.9979166666666667,1.0,81.0,49.0,2.9024943310657596,0.579289493575208,4/4,4,4,1,G,major,103.35937499999997,0.23582633106575956,-0.08598861684145875
5.0,0.9979166666666667,1.0,76.0,49.0,3.4829931972789114,0.20854421768707504,4/4,4,4,1,G,major,287.1093749999997,0.1496581972789115,-0.4567338927295917
6.0,0.9979166666666667,1.0,81.0,49.0,3.6919727891156464,0.6488042328042334,4/4,4,4,1,G,major,92.28515624999991,-0.30802921088435387,-0.016473877612433352
7.0,0.9979166666666667,1.0,76.0,49.0,4.342131519274377,0.44026001511715795,4/4,4,4,1,G,major,135.99917763157896,-0.32453748072562316,-0.22501809529950878
8.0,0.9979166666666667,1.0,78.0,49.0,4.783310657596372,0.48660317460317376,4/4,4,4,1,G,major,123.04687500000021,-0.5500253424036279,-0.17867493581349297
9.0,0.9979166666666667,1.0,74.0,49.0,5.270929705215419,0.5561179138322009,4/4,4,4,1,G,major,107.66601562499974,-0.7290732947845813,-0.10916019658446585
10.0,1.9979166666666666,1.0,78.0,49.0,5.828208616780046,0.7886560846560826,4/4,4,4,1,G,major,151.99908088235333,-0.8384613832199541,-0.543289025760584
11.0,0.9979166666666667,1.0,67.0,49.0,6.222947845804988,0.3707452758881334,4/4,4,4,1,G,major,161.49902343749983,-1.110389154195012,-0.29453283452853335
12.0,0.9979166666666667,1.0,76.0,49.0,6.594467120181406,0.5792894935752086,4/4,4,4,1,G,major,103.35937499999987,-1.4055368798185945,-0.08598861684145809
13.0,0.9979166666666667,1.0,72.0,49.0,7.174965986394557,0.48660317460317465,4/4,4,4,1,G,major,123.046875,-1.4917050136054417,-0.1786749358134921
14.0,1.9979166666666666,1.0,76.0,49.0,7.662585034013605,1.3453544973544975,4/4,4,4,1,G,major,89.1029094827586,-1.6707529659863942,0.013409386937830892
15.0,0.9979166666666667,1.0,62.0,49.0,8.335963718820862,0.46343159486016494,4/4,4,4,1,G,major,129.19921875000037,-1.6640412811791379,-0.2018465155565018
16.0,0.4979166666666667,1.0,76.0,49.0,8.800362811791382,0.32372486772486886,4/4,4,4,1,G,major,92.28515624999969,-1.8663091882086178,-0.008219742691797816
16.5,0.4979166666666667,1.0,72.0,54.0,9.125442176870749,0.3468480725623581,4/4,4,4,1,G,major,86.13281250000004,-1.8745633231292516,0.014903462145691437
17.0,0.4979166666666667,1.0,67.0,60.0,9.47374149659864,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017,-1.8595975034013605,-0.008219742691799536
17.5,0.4979166666666667,1.0,62.0,65.0,9.798820861678005,0.13873922902494254,4/4,4,4,1,G,major,215.3320312500012,-1.867851638321996,-0.19320538139172413
18.0,0.4979166666666667,1.0,67.0,71.0,9.93814058956916,0.02312320483749114,4/4,4,4,1,G,major,1291.9921874999673,-2.0618654104308405,-0.30882140557917553
18.5,0.4979166666666667,1.0,62.0,76.0,9.961360544217687,0.27747845804988686,4/4,4,4,1,G,major,107.6660156249999,-2.3719789557823123,-0.05446615236677982
19.0,0.4979166666666667,1.0,57.0,82.0,10.24,0.18498563869992457,4/4,4,4,1,G,major,161.49902343749986,-2.426672999999999,-0.1469589717167421
19.5,0.4979166666666667,1.0,58.0,88.0,10.425759637188209,0.2543552532123959,4/4,4,4,1,G,major,117.45383522727282,-2.5742468628117905,-0.07758935720427079
20.0,3.997916666666667,1.0,52.0,88.0,10.681179138321996,1.4853030990173857,4/4,4,4,1,G,major,161.4990234374999,-2.652160861678004,-0.18049684473261451
20.5,0.4979166666666667,1.0,71.0,88.0,10.866938775510205,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085,-2.674734724489795,0.0006433997874137343
21.0,0.9979166666666667,1.0,71.0,88.0,11.075918367346938,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,-2.6740886326530617,0.0012894916241472099
21.0,0.4979166666666667,1.0,71.0,88.0,11.075918367346938,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,-2.6740886326530617,0.0006433997874155384
21.5,0.4979166666666667,1.0,71.0,88.0,11.284897959183674,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085,-2.6734425408163265,0.0006433997874137343
22.0,0.9979166666666667,1.0,70.0,88.0,11.493877551020407,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,-2.672796448979593,0.0012894916241472099
22.0,0.4979166666666667,1.0,70.0,88.0,11.493877551020407,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,-2.672796448979593,0.0006433997874155384
22.5,0.4979166666666667,1.0,71.0,88.0,11.702857142857143,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,-2.6721503571428578,0.0006433997874155384
23.0,0.9979166666666667,1.0,71.0,88.0,11.911836734693878,0.4170884353741508,4/4,4,4,1,G,major,143.5546874999996,-2.6715042653061225,0.001289491624150818
23.0,0.4979166666666667,1.0,71.0,88.0,11.911836734693878,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996,-2.6715042653061225,0.0006433997874155384
23.5,0.4979166666666667,1.0,71.0,88.0,12.120816326530612,0.18498563869992452,4/4,4,4,1,G,major,161.49902343749991,-2.6708581734693873,-0.02247980505007549
24.0,3.997916666666667,1.0,52.0,88.0,12.30657596371882,0.9283144368858696,4/4,4,4,1,G,major,258.39843749999886,-2.6934320362811786,-0.7374855068641306
24.5,0.4979166666666667,1.0,71.0,88.0,12.422675736961452,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085,-2.7856657630385477,0.0006433997874137343
