Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff
0.0,0.9979166666666667,1.0,83.0,49.0,0.9984580498866213,0.8573484504913077,4/4,4,4,1,G,major,69.83741554054053,0.9984580498866213,0.19207034007464097
1.0,0.9979166666666667,1.0,79.0,49.0,1.8575963718820863,0.9036916099773245,4/4,4,4,1,G,major,66.2560096153846,1.1909293718820861,0.23841349956065772
2.0,0.9979166666666667,1.0,83.0,49.0,2.7631746031746034,0.764662131519274,4/4,4,4,1,G,major,78.30255681818187,1.4298406031746034,0.09938402110260725
3.0,0.9979166666666667,1.0,79.0,49.0,3.5294331065759637,0.7414905517762659,4/4,4,4,1,G,major,80.74951171875003,1.5294321065759635,0.07621244135959915
4.0,0.9979166666666667,1.0,81.0,49.0,4.272471655328798,1.0890642479213912,4/4,4,4,1,G,major,54.978390957446784,1.6058036553287978,0.4237861375047245
5.0,0.9979166666666667,1.0,76.0,49.0,5.363809523809524,0.6719758125472413,4/4,4,4,1,G,major,89.1029094827586,2.0304745238095236,0.006697702130574523
6.0,0.9979166666666667,1.0,81.0,49.0,6.03718820861678,0.9732063492063497,4/4,4,4,1,G,major,61.52343749999996,2.03718620861678,0.307928238789683
7.0,0.9979166666666667,1.0,76.0,49.0,7.012426303854875,0.7646621315192748,4/4,4,4,1,G,major,78.30255681818178,2.3457573038548754,0.09938402110260802
8.0,0.9979166666666667,1.0,78.0,49.0,7.778684807256236,0.7878337112622816,4/4,4,4,1,G,major,75.99954044117658,2.445348807256236,0.1225556008456149
9.0,0.9979166666666667,1.0,74.0,49.0,8.568163265306122,1.1122358276644,4/4,4,4,1,G,major,53.83300781249996,2.5681602653061217,0.44695771724773325
10.0,1.9979166666666666,1.0,78.0,49.0,9.682721088435374,1.298962962962964,4/4,4,4,1,G,major,92.28515624999991,3.0160510884353737,-0.03298214745370265
11.0,0.9979166666666667,1.0,67.0,49.0,10.332879818594105,0.8573484504913071,4/4,4,4,1,G,major,69.83741554054058,2.9995428185941044,0.1920703400746404
