Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo
0.0,0.9979166666666667,1.0,83.0,49.0,0.8823582766439909,0.9732063492063494,4/4,4,4,1,G,major,61.523437499999986
1.0,0.9979166666666667,1.0,79.0,49.0,1.8575963718820863,0.34757369614512457,4/4,4,4,1,G,major,172.26562500000009
2.0,0.9979166666666667,1.0,83.0,49.0,2.2058956916099772,0.7414905517762662,4/4,4,4,1,G,major,80.74951171874999
3.0,0.9979166666666667,1.0,79.0,49.0,2.948934240362812,0.5097747543461828,4/4,4,4,1,G,major,117.45383522727275
4.0,0.9979166666666667,1.0,81.0,49.0,3.4597732426303853,0.4866031746031749,4/4,4,4,1,G,major,123.04687499999991
5.0,0.9979166666666667,1.0,76.0,49.0,3.947392290249433,0.48660317460317465,4/4,4,4,1,G,major,123.046875
6.0,0.9979166666666667,1.0,81.0,49.0,4.435011337868481,0.5792894935752079,4/4,4,4,1,G,major,103.359375
7.0,0.9979166666666667,1.0,76.0,49.0,5.015510204081632,0.4634315948601667,4/4,4,4,1,G,major,129.1992187499999
8.0,0.9979166666666667,1.0,78.0,49.0,5.479909297052155,0.5097747543461826,4/4,4,4,1,G,major,117.4538352272728
9.0,0.9979166666666667,1.0,74.0,49.0,5.990748299319728,0.6024610733182166,4/4,4,4,1,G,major,99.38401442307685
10.0,1.9979166666666666,1.0,78.0,49.0,6.594467120181406,0.8814391534391534,4/4,4,4,1,G,major,135.99917763157896
11.0,0.9979166666666667,1.0,67.0,49.0,7.035646258503402,0.3707452758881325,4/4,4,4,1,G,major,161.49902343750023
12.0,0.9979166666666667,1.0,76.0,49.0,7.4071655328798185,0.6719758125472431,4/4,4,4,1,G,major,89.10290948275835
13.0,0.9979166666666667,1.0,72.0,49.0,8.080544217687075,0.4170884353741492,4/4,4,4,1,G,major,143.55468750000017
14.0,1.9979166666666666,1.0,76.0,49.0,8.498503401360544,1.4381375661375664,4/4,4,4,1,G,major,83.35433467741933
15.0,0.9979166666666667,1.0,62.0,49.0,9.218321995464853,0.3939168556311404,4/4,4,4,1,G,major,151.9990808823533
16.0,0.4979166666666667,1.0,76.0,49.0,9.613061224489796,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017
16.5,0.4979166666666667,1.0,72.0,54.0,9.93814058956916,0.2543552532123959,4/4,4,4,1,G,major,117.45383522727282
17.0,0.4979166666666667,1.0,67.0,60.0,10.193560090702947,0.32372486772486886,4/4,4,4,1,G,major,92.28515624999969
17.5,0.4979166666666667,1.0,62.0,65.0,10.518639455782314,0.13873922902494254,4/4,4,4,1,G,major,215.3320312500012
18.0,0.4979166666666667,1.0,67.0,71.0,10.65795918367347,0.04624640967498228,4/4,4,4,1,G,major,645.9960937499836
18.5,0.4979166666666667,1.0,62.0,76.0,10.704399092970522,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017
19.0,0.4979166666666667,1.0,57.0,82.0,11.029478458049887,0.3006016628873761,4/4,4,4,1,G,major,99.38401442307728
