Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo
0.0,0.9979166666666667,1.0,83.0,49.0,0.8591383219954648,1.019549508692366,4/4,4,4,1,G,major,58.726917613636346
1.0,0.9979166666666667,1.0,79.0,49.0,1.8808163265306121,0.787833711262283,4/4,4,4,1,G,major,75.99954044117644
2.0,0.9979166666666667,1.0,83.0,49.0,2.670294784580499,0.9732063492063491,4/4,4,4,1,G,major,61.523437500000014
3.0,0.9979166666666667,1.0,79.0,49.0,3.645532879818594,0.6488042328042329,4/4,4,4,1,G,major,92.28515624999999
4.0,0.9979166666666667,1.0,81.0,49.0,4.295691609977324,1.2512653061224492,4/4,4,4,1,G,major,47.85156249999999
5.0,0.9979166666666667,1.0,76.0,49.0,5.5495691609977325,0.8573484504913071,4/4,4,4,1,G,major,69.83741554054058
6.0,0.9979166666666667,1.0,81.0,49.0,6.408707482993197,0.9500347694633418,4/4,4,4,1,G,major,63.024009146341406
7.0,0.9979166666666667,1.0,76.0,49.0,7.360725623582766,0.8110052910052913,4/4,4,4,1,G,major,73.82812499999997
8.0,0.9979166666666667,1.0,78.0,49.0,8.17342403628118,0.8341768707482984,4/4,4,4,1,G,major,71.77734375000009
9.0,0.9979166666666667,1.0,74.0,49.0,9.009342403628118,0.8573484504913084,4/4,4,4,1,G,major,69.83741554054049
10.0,1.9979166666666666,1.0,78.0,49.0,9.868480725623582,1.8556613756613736,4/4,4,4,1,G,major,64.59960937500007
11.0,0.9979166666666667,1.0,67.0,49.0,10.797278911564625,0.7646621315192756,4/4,4,4,1,G,major,78.3025568181817
12.0,0.9979166666666667,1.0,76.0,49.0,11.563537414965987,0.97320634920635,4/4,4,4,1,G,major,61.52343749999994
13.0,0.9979166666666667,1.0,72.0,49.0,12.538775510204081,0.6719758125472421,4/4,4,4,1,G,major,89.10290948275848
14.0,1.9979166666666666,1.0,76.0,49.0,13.212154195011339,1.6237037037037005,4/4,4,4,1,G,major,73.82812500000014
15.0,0.9979166666666667,1.0,62.0,49.0,14.02485260770975,0.6719758125472404,4/4,4,4,1,G,major,89.10290948275872
16.0,0.4979166666666667,1.0,76.0,49.0,14.698231292517006,0.647449735449736,4/4,4,4,1,G,major,46.14257812499996
16.5,0.4979166666666667,1.0,72.0,54.0,15.348390022675737,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017
17.0,0.4979166666666667,1.0,67.0,60.0,15.673469387755102,0.27747845804988686,4/4,4,4,1,G,major,107.6660156249999
17.5,0.4979166666666667,1.0,62.0,65.0,15.952108843537415,0.3006016628873761,4/4,4,4,1,G,major,99.38401442307728
18.0,0.4979166666666667,1.0,67.0,71.0,16.253968253968253,0.11561602418745393,4/4,4,4,1,G,major,258.3984374999974
18.5,0.4979166666666667,1.0,62.0,76.0,16.370068027210884,0.32372486772486714,4/4,4,4,1,G,major,92.28515625000017
19.0,0.4979166666666667,1.0,57.0,82.0,16.69514739229025,0.2543552532123959,4/4,4,4,1,G,major,117.45383522727282
19.5,0.4979166666666667,1.0,58.0,88.0,16.950566893424035,0.3468480725623599,4/4,4,4,1,G,major,86.1328124999996
20.0,3.997916666666667,1.0,52.0,88.0,17.29886621315193,1.670965986394548,4/4,4,4,1,G,major,143.55468750000085
20.5,0.4979166666666667,1.0,71.0,88.0,17.507845804988662,0.1618624338624353,4/4,4,4,1,G,major,184.57031249999838
21.0,0.9979166666666667,1.0,71.0,88.0,17.670385487528346,0.3244021164021192,4/4,4,4,1,G,major,184.57031249999844
21.0,0.4979166666666667,1.0,71.0,88.0,17.670385487528346,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085
21.5,0.4979166666666667,1.0,71.0,88.0,17.87936507936508,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085
22.0,0.9979166666666667,1.0,70.0,88.0,18.088344671201813,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085
22.0,0.4979166666666667,1.0,70.0,88.0,18.088344671201813,0.20810884353741374,4/4,4,4,1,G,major,143.55468750000085
22.5,0.4979166666666667,1.0,71.0,88.0,18.297324263038547,0.2081088435374173,4/4,4,4,1,G,major,143.5546874999984
23.0,0.9979166666666667,1.0,71.0,88.0,18.506303854875284,0.4170884353741543,4/4,4,4,1,G,major,143.5546874999984
23.0,0.4979166666666667,1.0,71.0,88.0,18.506303854875284,0.20810884353741554,4/4,4,4,1,G,major,143.5546874999996
23.5,0.4979166666666667,1.0,71.0,88.0,18.715283446712018,0.18498563869992452,4/4,4,4,1,G,major,161.49902343749991
24.0,3.997916666666667,1.0,52.0,88.0,18.901043083900227,1.670965986394548,4/4,4,4,1,G,major,143.55468750000085
